,Title,Content,Clean Content,Review,Rating,Sentiment,Year,Month,Day
515,good quality moitors for the size and price,great value,great value,good quality moitors for the size and price. great value,5,Positive,2020,7,31
516,"great, crisp speakers for their size","perfect bookshelf speakers, pack punch for their size. don't think you'll find many better in this class.","perfect bookshelf speakers, pack punch size. think find many better class.","great, crisp speakers for their size. perfect bookshelf speakers, pack punch size. think find many better class.",5,Positive,2020,7,30
517,good speakers,"very good sound quality, great on bass and perfect for music production purposes. would recommend to anyone looking for well priced speakers.","good sound quality, great bass perfect music production purposes. recommend anyone looking well priced speakers.","good speakers. good sound quality, great bass perfect music production purposes. recommend anyone looking well priced speakers.",5,Positive,2020,7,20
518,better to do not buy this if you know something about music and quality!.,this speakers must be max £50 look good but quality is bad...,speakers must max £50 look good quality bad...,better to do not buy this if you know something about music and quality!.. speakers must max £50 look good quality bad...,2,Negative,2020,7,20
519,crisp and clear sound,just what i needed. i wanted studio monitors to be part of a small home studio set up but they will also be the main speakers for listening to music in a small room. seem perfect for both. it has a bass boost eq when looking for just music listening. well designed solid small speakers that sit nicely near your pc if that's where the sound is coming from then they are real value for money.,needed. wanted studio monitors part small home studio set also main speakers listening music small room. seem perfect both. bass boost eq looking music listening. well designed solid small speakers sit nicely near pc that's sound coming real value money.,crisp and clear sound. needed. wanted studio monitors part small home studio set also main speakers listening music small room. seem perfect both. bass boost eq looking music listening. well designed solid small speakers sit nicely near pc that's sound coming real value money.,5,Positive,2020,7,18
520,good value for budget home recording,really nice speakers. good value for money,really nice speakers. good value money,good value for budget home recording. really nice speakers. good value money,5,Positive,2020,7,16
521,now i understand what audio resolution is.,"this is by far one of the best speaker sets i've purchased in a long, long time. i didn't understand what audio resolution was until i started using these. the textures and layers you hear are absolutely incredible. you hear levels to music and sound that you just can't hear with cheaper speaker sets...i highly recommend spending that little bit extra for something that's going to give you proper quality for a long time to come. i've probably spent the same amount of the past ten years on smaller speaker sets. wish i went down this route a long time ago, but really appreciate it now!..for the money, you're getting studio-quality sound! :)","far one best speaker sets i've purchased long, long time. didn't understand audio resolution started using these. textures layers hear absolutely incredible. hear levels music sound can't hear cheaper speaker sets...i highly recommend spending little bit extra something that's going give proper quality long time come. i've probably spent amount past ten years smaller speaker sets. wish went route long time ago, really appreciate now!..for money, getting studio-quality sound! :)","now i understand what audio resolution is.. far one best speaker sets i've purchased long, long time. didn't understand audio resolution started using these. textures layers hear absolutely incredible. hear levels music sound can't hear cheaper speaker sets...i highly recommend spending little bit extra something that's going give proper quality long time come. i've probably spent amount past ten years smaller speaker sets. wish went route long time ago, really appreciate now!..for money, getting studio-quality sound! :)",5,Positive,2020,7,14
522,excellent value for money with great sound,"so much better than my previous speakers. able to use for music and video production, easy to set up, plenty of adjustment for sound and look fantastic. build quality excellent too.","much better previous speakers. able use music video production, easy set up, plenty adjustment sound look fantastic. build quality excellent too.","excellent value for money with great sound. much better previous speakers. able use music video production, easy set up, plenty adjustment sound look fantastic. build quality excellent too.",5,Positive,2020,7,13
523,presonus monitors,excellent monitors and good quality and sound,excellent monitors good quality sound,presonus monitors. excellent monitors good quality sound,5,Positive,2020,7,8
524,supreme sound for the money,"can't beat these for the money. great desktop speakers. clear, crisp and rich sound in a small format.","can't beat money. great desktop speakers. clear, crisp rich sound small format.","supreme sound for the money. can't beat money. great desktop speakers. clear, crisp rich sound small format.",5,Positive,2020,7,7
525,clarity and volume in a perfect bedroom studio setup,"got these through earlier than expected and setting them up was easy enough. the quality is great and i am using them as studio monitors to great effect. the only drawback is the plug is for us plugs, so you'll need an adaptor, but the controls work, and it does what it says on the tin. really excited to continued use with them!","got earlier expected setting easy enough. quality great using studio monitors great effect. drawback plug us plugs, need adaptor, controls work, says tin. really excited continued use them!","clarity and volume in a perfect bedroom studio setup. got earlier expected setting easy enough. quality great using studio monitors great effect. drawback plug us plugs, need adaptor, controls work, says tin. really excited continued use them!",5,Positive,2020,7,7
526,don't lose out on these,watching television is like going to the cinema now. my neighbor's now know all my favourite music too. all good things come in little packages. should have bought them years ago.,watching television like going cinema now. neighbor's know favourite music too. good things come little packages. bought years ago.,don't lose out on these. watching television like going cinema now. neighbor's know favourite music too. good things come little packages. bought years ago.,4,Positive,2020,6,28
527,excellent,excellent for my small studio set up,excellent small studio set,excellent. excellent small studio set,5,Positive,2020,6,28
528,fantastic,cannot tell you how brilliant these monitors are. am creating my own studio and these fit the bill despite me not knowing anything about them. top quality for the money!!!,cannot tell brilliant monitors are. creating studio fit bill despite not knowing anything them. top quality money!!!,fantastic. cannot tell brilliant monitors are. creating studio fit bill despite not knowing anything them. top quality money!!!,5,Positive,2020,6,25
529,sound great,"small, easy to install, but sound great. great price for a good sound","small, easy install, sound great. great price good sound","sound great. small, easy install, sound great. great price good sound",5,Positive,2020,6,23
530,love them... little bargain,versus the cost these are a no brainer monitor solution. i'm using them in my lounge as output from a guitar effects board... and they sound great to me. i'm sure if you want to to and splash thousands you could find a little better... but i highly recommend these... bargain!!!,versus cost no brainer monitor solution. i'm using lounge output guitar effects board... sound great me. i'm sure want splash thousands find little better... highly recommend these... bargain!!!,love them... little bargain. versus cost no brainer monitor solution. i'm using lounge output guitar effects board... sound great me. i'm sure want splash thousands find little better... highly recommend these... bargain!!!,5,Positive,2020,6,22
531,tiny with power,"well i wasn’t expecting anything good for those little ones. and i was wrong. they play well and clear look lovely, headphone jack at the front with volume button as well. good design, can’t complain for money paid and they match my new computer setup, nzxt h210 with xiaomi 34” ultrawide. just stunning","well wasn’t expecting anything good little ones. wrong. play well clear look lovely, headphone jack front volume button well. good design, can’t complain money paid match new computer setup, nzxt h210 xiaomi 34” ultrawide. stunning","tiny with power. well wasn’t expecting anything good little ones. wrong. play well clear look lovely, headphone jack front volume button well. good design, can’t complain money paid match new computer setup, nzxt h210 xiaomi 34” ultrawide. stunning",5,Positive,2020,6,21
532,excellent value for money.,exactly value for money.,exactly value money.,excellent value for money.. exactly value money.,5,Positive,2020,6,17
533,died after 4 months,just went down to my office this morning and noticed that the speaker has stopped working. just won't turn on. i've plugged it into different outlets and still won't work. also please be aware that they send it out with a 2 pin euro plug instead of a 3 pin uk one. so had to use an adapter. very disappointed with this purchase.,went office morning noticed speaker stopped working. won't turn on. i've plugged different outlets still won't work. also please aware send 2 pin euro plug instead 3 pin uk one. use adapter. disappointed purchase.,died after 4 months. went office morning noticed speaker stopped working. won't turn on. i've plugged different outlets still won't work. also please aware send 2 pin euro plug instead 3 pin uk one. use adapter. disappointed purchase.,1,Negative,2020,6,16
534,exactly what i was looking for!,"sounds good and looks good. fast delivery and basically exactly what i was looking for. hopefully once i’m earning a little more dosh, i can upgrade!","sounds good looks good. fast delivery basically exactly looking for. hopefully i’m earning little dosh, upgrade!","exactly what i was looking for!. sounds good looks good. fast delivery basically exactly looking for. hopefully i’m earning little dosh, upgrade!",5,Positive,2020,6,14
535,very loud and gr8 quality!,great speakers would recommend,great speakers recommend,very loud and gr8 quality!. great speakers recommend,5,Positive,2020,6,13
536,presonus eris 4.5,my first studio monitors.sound quality great.happy with purchase,first studio monitors.sound quality great.happy purchase,presonus eris 4.5. first studio monitors.sound quality great.happy purchase,5,Positive,2020,6,12
537,speakers connect with magic apparently.,this will be the first and last time we ever buy any of this companies products. for the sheer fact that we got a product with no power cables or speaker cables or anything of any kind. just 2 speakers in a box. might be nice if you include that in the product description so that people can order the needed cables and speaker wires. unless of course your buying a big flashy paperweight...and sound quality and value for money is so low. because we cant use the speakers due to the previously mentioned issue...so thank you.,first last time ever buy companies products. sheer fact got product no power cables speaker cables anything kind. 2 speakers box. nice include product description people order needed cables speaker wires. unless course buying big flashy paperweight...and sound quality value money low. cant use speakers due previously mentioned issue...so thank you.,speakers connect with magic apparently.. first last time ever buy companies products. sheer fact got product no power cables speaker cables anything kind. 2 speakers box. nice include product description people order needed cables speaker wires. unless course buying big flashy paperweight...and sound quality value money low. cant use speakers due previously mentioned issue...so thank you.,1,Negative,2020,6,8
538,excellent budget speakers!,"doing my home mixing constantly on headphones was becoming a chore, so i decided to get some monitor speakers...these fit the bill perfectly, decent bass, great treble, good mid, really powerful considering the size...they look good given the price too...i’ll be considering presonus for any other audio gear i need, clearly a very good brand.","home mixing constantly headphones becoming chore, decided get monitor speakers...these fit bill perfectly, decent bass, great treble, good mid, really powerful considering size...they look good given price too...i’ll considering presonus audio gear need, clearly good brand.","excellent budget speakers!. home mixing constantly headphones becoming chore, decided get monitor speakers...these fit bill perfectly, decent bass, great treble, good mid, really powerful considering size...they look good given price too...i’ll considering presonus audio gear need, clearly good brand.",5,Positive,2020,6,8
539,couldn't recommend enough!,superb crisp punchy sound!! fantastic quality!!,superb crisp punchy sound!! fantastic quality!!,couldn't recommend enough!. superb crisp punchy sound!! fantastic quality!!,5,Positive,2020,6,7
540,"not powerfull but beautiful, clear sound","i've been using these monitors to listen to music and i'm quite impressed by the sound quality of them. low frequencies and bass lines sound so clear, not coloured in my opinion. high frequencies are nice and crispy too through these. i don't normally fiddle with the controls at the front & back but instead set everything to 0, volume at 50% and use volume and equalizer controls from my laptop...i'm planning to use them for music production too, so they'll be part of my tiny home studio. there not powerful at all but i quite really enjoy the fact that i can turn down the volume a bit and still distinguish different frequencies clearly...i'm not giving them 5 stars as i cannot compare with others side-by-side at the moment.","i've using monitors listen music i'm quite impressed sound quality them. low frequencies bass lines sound clear, not coloured opinion. high frequencies nice crispy these. normally fiddle controls front & back instead set everything 0, volume 50% use volume equalizer controls laptop...i'm planning use music production too, they'll part tiny home studio. not powerful quite really enjoy fact turn volume bit still distinguish different frequencies clearly...i'm not giving 5 stars cannot compare others side-by-side moment.","not powerfull but beautiful, clear sound. i've using monitors listen music i'm quite impressed sound quality them. low frequencies bass lines sound clear, not coloured opinion. high frequencies nice crispy these. normally fiddle controls front & back instead set everything 0, volume 50% use volume equalizer controls laptop...i'm planning use music production too, they'll part tiny home studio. not powerful quite really enjoy fact turn volume bit still distinguish different frequencies clearly...i'm not giving 5 stars cannot compare others side-by-side moment.",4,Positive,2020,6,7
541,not bad,"not bad, sound nice!","not bad, sound nice!","not bad. not bad, sound nice!",4,Positive,2020,6,7
542,great sound at a good price,great bang for your audio buck,great bang audio buck,great sound at a good price. great bang audio buck,5,Positive,2020,6,6
543,cheap and faulty,right speaker didn’t work right out of the box. rubbish,right speaker didn’t work right box. rubbish,cheap and faulty. right speaker didn’t work right box. rubbish,1,Negative,2020,6,5
544,beautiful,"beautiful speakers, both in terms of sound and looks. high quality build, love them.","beautiful speakers, terms sound looks. high quality build, love them.","beautiful. beautiful speakers, terms sound looks. high quality build, love them.",5,Positive,2020,6,2
545,"i mean, they work?","so i purchased these as a starter for my studio set up. the sound quality on them is really good for the price and the size. that said i get a crackle at a certain level. unfortunately, it's not a level where you would expect distortion. this is the speaker cone. it's quite annoying and unfortunately means i will not be buying presonus again..easy to set up, and the sound quality is good (until you try and turn it up)..i mean for the price you pay, there are better products on the market.","purchased starter studio set up. sound quality really good price size. said get crackle certain level. unfortunately, not level expect distortion. speaker cone. quite annoying unfortunately means not buying presonus again..easy set up, sound quality good (until try turn up)..i mean price pay, better products market.","i mean, they work?. purchased starter studio set up. sound quality really good price size. said get crackle certain level. unfortunately, not level expect distortion. speaker cone. quite annoying unfortunately means not buying presonus again..easy set up, sound quality good (until try turn up)..i mean price pay, better products market.",3,Neutral,2020,6,1
546,amazing sound. best i have ever heard,presonus eris e3.5 + audioengine s8 subwoofer is a nice combo but svs sb 1000 sub is better choise. if you going for presonus eris e3.5 u need to know there is no bass and u need a subwoofer to make this a 3 way system. as the description says theses are 2 way speakers - highs and mids.,presonus eris e3.5 + audioengine s8 subwoofer nice combo svs sb 1000 sub better choise. going presonus eris e3.5 u need know no bass u need subwoofer make 3 way system. description says theses 2 way speakers - highs mids.,amazing sound. best i have ever heard. presonus eris e3.5 + audioengine s8 subwoofer nice combo svs sb 1000 sub better choise. going presonus eris e3.5 u need know no bass u need subwoofer make 3 way system. description says theses 2 way speakers - highs mids.,5,Positive,2020,5,29
547,best speakers for hundred quid! don't miss out!,"these monitors are an absolute steal at this price, the original 3.5 are still selling out everywhere! nothing else at this price or below even comes close to the quality of sound and versatility of these amazing industrial looking boxes!..1 inch silk-dome tweeters are just something else on these beauties - the resolution, the extra wide sweetspot, the soundstage is all taken care of here. of course it's even covered with a small metal grate so fingers can't ruin them! bottom line, these tweeters are way better than anything i've ever experienced before... and i've had a lot of different speakers...not to forget about the 3.5 inch woven kevlar woofer finished off in dark blue/navy shade just adds such a touch of class. if you have natural light shining into your room/studio it just bounces off so nicely. won't improve the sound but definitely makes these eris monitors feel even more high quality. even down to the presonus badge, it really looks like it got some attention to detail. the ab amps are super quiet to turn on and operate, there's plenty of power at 25w per side for a medium sized studio room. i haven't even turned the volume knob past 35% at this point and i've had all the volume i needed so far!..i'm running mine from a decade old behringer uca222 audio interface with the ti pcm2902e dac chip via rca to trs cables - swapping l/r inputs to make sure the powered monitor is on the right due to preference. out of the box the active speaker is the left one, so remember that you can swap rca/trs if you wish!..conclusion - don't let the price fool you! these are a quality product, and i'm almost convicted with all the r&d that's gone into these boxes presonus are probably loosing money on each pair that they sell!!..the only con is the included speaker to speaker wire is a bit naff, but i picked up 3m of 99% ofc copper speaker wire from fleabay and couldn't be happier. it has cotton shielding and better transmission than stock wire. you can see it in the pictu","monitors absolute steal price, original 3.5 still selling everywhere! nothing else price even comes close quality sound versatility amazing industrial looking boxes!..1 inch silk-dome tweeters something else beauties - resolution, extra wide sweetspot, soundstage taken care here. course even covered small metal grate fingers can't ruin them! bottom line, tweeters way better anything i've ever experienced before... i've lot different speakers...not forget 3.5 inch woven kevlar woofer finished dark blue/navy shade adds touch class. natural light shining room/studio bounces nicely. won't improve sound definitely makes eris monitors feel even high quality. even presonus badge, really looks like got attention detail. ab amps super quiet turn operate, there's plenty power 25w per side medium sized studio room. haven't even turned volume knob past 35% point i've volume needed far!..i'm running mine decade old behringer uca222 audio interface ti pcm2902e dac chip via rca trs cables - swapping l/r inputs make sure powered monitor right due preference. box active speaker left one, remember swap rca/trs wish!..conclusion - let price fool you! quality product, i'm almost convicted r&d that's gone boxes presonus probably loosing money pair sell!!..the con included speaker speaker wire bit naff, picked 3m 99% ofc copper speaker wire fleabay couldn't happier. cotton shielding better transmission stock wire. see pictu","best speakers for hundred quid! don't miss out!. monitors absolute steal price, original 3.5 still selling everywhere! nothing else price even comes close quality sound versatility amazing industrial looking boxes!..1 inch silk-dome tweeters something else beauties - resolution, extra wide sweetspot, soundstage taken care here. course even covered small metal grate fingers can't ruin them! bottom line, tweeters way better anything i've ever experienced before... i've lot different speakers...not forget 3.5 inch woven kevlar woofer finished dark blue/navy shade adds touch class. natural light shining room/studio bounces nicely. won't improve sound definitely makes eris monitors feel even high quality. even presonus badge, really looks like got attention detail. ab amps super quiet turn operate, there's plenty power 25w per side medium sized studio room. haven't even turned volume knob past 35% point i've volume needed far!..i'm running mine decade old behringer uca222 audio interface ti pcm2902e dac chip via rca trs cables - swapping l/r inputs make sure powered monitor right due preference. box active speaker left one, remember swap rca/trs wish!..conclusion - let price fool you! quality product, i'm almost convicted r&d that's gone boxes presonus probably loosing money pair sell!!..the con included speaker speaker wire bit naff, picked 3m 99% ofc copper speaker wire fleabay couldn't happier. cotton shielding better transmission stock wire. see pictu",5,Positive,2020,5,28
548,waste of time,stopped working after 10 minutes,stopped working 10 minutes,waste of time. stopped working 10 minutes,1,Negative,2020,5,28
549,great entry level speakers,excellent value speakers. i use them with my pc and i am very pleased.,excellent value speakers. use pc pleased.,great entry level speakers. excellent value speakers. use pc pleased.,5,Positive,2020,5,27
550,worth it.,"they are small and very loud, excellent sound quality, i use them as audio monitors for music production. and as someone who has heard a lot of monitors i can honestly say they are pretty well balanced sound wise the lowest end is about 20hz i think, normal bass is fine.","small loud, excellent sound quality, use audio monitors music production. someone heard lot monitors honestly say pretty well balanced sound wise lowest end 20hz think, normal bass fine.","worth it.. small loud, excellent sound quality, use audio monitors music production. someone heard lot monitors honestly say pretty well balanced sound wise lowest end 20hz think, normal bass fine.",5,Positive,2020,5,27
551,wow!,"i wasn't expecting much from these due to the tiny driver size. i use them in my studio which is a single room about 3meters by 8 meters fully soundproofed and deadnd,, and they sound amazing and they are surprisingly powerful! they look good and sound good.. any bigger would have been a waste in my space. great speakers!","wasn't expecting much due tiny driver size. use studio single room 3meters 8 meters fully soundproofed deadnd,, sound amazing surprisingly powerful! look good sound good.. bigger waste space. great speakers!","wow!. wasn't expecting much due tiny driver size. use studio single room 3meters 8 meters fully soundproofed deadnd,, sound amazing surprisingly powerful! look good sound good.. bigger waste space. great speakers!",5,Positive,2020,5,21
552,ticks every box (if only they just looked a bit better) otherwise brilliant.,"i don’t do many reviews tbh.m, but these are something else..i purchased these and the famous pioneer dm-40 dj speakers to compare side by side..the pioneers apparently are more suited to edm music and the eris3.5 best as monitor speakers for clarity..looks - pioneers win.weight - pioneers win (does heavy mean better ? ).branding - pioneers win.size - pioneers bigger.value - presonus easily.clarity - presonus easily.functions - presonus - filters on rear for if the highs seem to high..bass - matchs if not exceeds the pioneers..there are not many reviews out their comparing the 2 but it’s safe to say, save £50 and buy these. they are thumping value..balanced inputs and clearly produced by using r&d and not just thrown out their and a brand name thrown on them...the pioneer is 4” and the presonus is 3.5” but don’t worry about it..also the presonus has a better quality tweeter and bigger which makes a difference...overall full marks based on the cost v quality...be realistic with what to expect from something this size and price and be prepared to be amazed.","don’t many reviews tbh.m, something else..i purchased famous pioneer dm-40 dj speakers compare side side..the pioneers apparently suited edm music eris3.5 best monitor speakers clarity..looks - pioneers win.weight - pioneers win (does heavy mean better ? ).branding - pioneers win.size - pioneers bigger.value - presonus easily.clarity - presonus easily.functions - presonus - filters rear highs seem high..bass - matchs not exceeds pioneers..there not many reviews comparing 2 it’s safe say, save £50 buy these. thumping value..balanced inputs clearly produced using r&d not thrown brand name thrown them...the pioneer 4” presonus 3.5” don’t worry it..also presonus better quality tweeter bigger makes difference...overall full marks based cost v quality...be realistic expect something size price prepared amazed.","ticks every box (if only they just looked a bit better) otherwise brilliant.. don’t many reviews tbh.m, something else..i purchased famous pioneer dm-40 dj speakers compare side side..the pioneers apparently suited edm music eris3.5 best monitor speakers clarity..looks - pioneers win.weight - pioneers win (does heavy mean better ? ).branding - pioneers win.size - pioneers bigger.value - presonus easily.clarity - presonus easily.functions - presonus - filters rear highs seem high..bass - matchs not exceeds pioneers..there not many reviews comparing 2 it’s safe say, save £50 buy these. thumping value..balanced inputs clearly produced using r&d not thrown brand name thrown them...the pioneer 4” presonus 3.5” don’t worry it..also presonus better quality tweeter bigger makes difference...overall full marks based cost v quality...be realistic expect something size price prepared amazed.",5,Positive,2020,5,19
553,great for guitar,"i purchased these to go with my electric guitar setup..i am an amateur player and was overwhelmed by all the choice for amps and pedals etc..anyway with the combination of my mac, a usb interface, software called tonebridge, a subscription to ultimate guitar and of course these babies..i have an entire rig setup (not including the mac or guitar) for about £130. i can create pretty much any sound...it sounds brilliant through these, so clean...i previously had some m-audio av-40 which broke, they were nice but these are way better.great buy 5 stars","purchased go electric guitar setup..i amateur player overwhelmed choice amps pedals etc..anyway combination mac, usb interface, software called tonebridge, subscription ultimate guitar course babies..i entire rig setup (not including mac guitar) £130. create pretty much sound...it sounds brilliant these, clean...i previously m-audio av-40 broke, nice way better.great buy 5 stars","great for guitar. purchased go electric guitar setup..i amateur player overwhelmed choice amps pedals etc..anyway combination mac, usb interface, software called tonebridge, subscription ultimate guitar course babies..i entire rig setup (not including mac guitar) £130. create pretty much sound...it sounds brilliant these, clean...i previously m-audio av-40 broke, nice way better.great buy 5 stars",5,Positive,2020,5,18
554,amazing for the size,"i use these for music creation and djing at home, i really can’t fault them so far. powerful for their size, feel well built and the sound quality is great across all frequencies (enough for my needs anyway).","use music creation djing home, really can’t fault far. powerful size, feel well built sound quality great across frequencies (enough needs anyway).","amazing for the size. use music creation djing home, really can’t fault far. powerful size, feel well built sound quality great across frequencies (enough needs anyway).",4,Positive,2020,5,18
555,presonus eris 3.5,"they say you get what you pay for. well ive certainly got my moneys worth. could of paid cheaper for these i know. however i just dont like sellers with bad feedback...anyway for late night listening to youtube netflix and spotify i needed some speakers with less bass. for the neighbours. so i got hold of a pair of creative t10s. they were ok but not an enjoyable listen. next was the £129.99 edifier r1700bt. solidly built and well made. aweful sound though bass way to boomy for starters turn it down and it kills whatever youre listening to. so reading reviews like youre doing now i went looking again for a pair of speakers. it was my opinion id be wasting my time buying desktop speakers and decided i was going to buy monitors instead. so i was looking at so many brands, reading reviews here and on the internet. well i settled to buy these presonus eris 3.5. had them going for hours now. the soundstage is fantastic for such a small of speakers. the bass is sweet and the mids and highs clear. sure my tannoys are better sounding during the daytime hours and running from my arcam avr amp i can make my flat shake. however these for their money are well worth it and i am happy with my purchase. its a job well done","say get pay for. well ive certainly got moneys worth. paid cheaper know. however dont like sellers bad feedback...anyway late night listening youtube netflix spotify needed speakers less bass. neighbours. got hold pair creative t10s. ok not enjoyable listen. next £129.99 edifier r1700bt. solidly built well made. aweful sound though bass way boomy starters turn kills whatever youre listening to. reading reviews like youre went looking pair speakers. opinion id wasting time buying desktop speakers decided going buy monitors instead. looking many brands, reading reviews internet. well settled buy presonus eris 3.5. going hours now. soundstage fantastic small speakers. bass sweet mids highs clear. sure tannoys better sounding daytime hours running arcam avr amp make flat shake. however money well worth happy purchase. job well done","presonus eris 3.5. say get pay for. well ive certainly got moneys worth. paid cheaper know. however dont like sellers bad feedback...anyway late night listening youtube netflix spotify needed speakers less bass. neighbours. got hold pair creative t10s. ok not enjoyable listen. next £129.99 edifier r1700bt. solidly built well made. aweful sound though bass way boomy starters turn kills whatever youre listening to. reading reviews like youre went looking pair speakers. opinion id wasting time buying desktop speakers decided going buy monitors instead. looking many brands, reading reviews internet. well settled buy presonus eris 3.5. going hours now. soundstage fantastic small speakers. bass sweet mids highs clear. sure tannoys better sounding daytime hours running arcam avr amp make flat shake. however money well worth happy purchase. job well done",5,Positive,2020,5,15
556,very happy with these.,i like these a lot. they are not in my main music studio - they're indoors for the office ( kids computer ). nice and small - loads of connectivity - and they sound great.,like lot. not main music studio - they're indoors office ( kids computer ). nice small - loads connectivity - sound great.,very happy with these.. like lot. not main music studio - they're indoors office ( kids computer ). nice small - loads connectivity - sound great.,5,Positive,2020,5,14
557,perfect for home studio.,"surprisingly brilliant for home studio, i wasn't expecting them to be this versatile. well impressed.","surprisingly brilliant home studio, wasn't expecting versatile. well impressed.","perfect for home studio.. surprisingly brilliant home studio, wasn't expecting versatile. well impressed.",5,Positive,2020,5,14
558,brilliant speakers!,"these speakers are amazing for the price of money! i saw a lot of reviews saying there was a lot of mains hum however if your using trs input there is no hum unless you put your ear up to the speaker and even when doing that the noise is minimal. i have not tried rca so there could be more hum using that input. if you order in the uk it does come with a uk plug so no need to worry about buying an adapter:) these speakers for the price of money are amazing! they are great for mixing and perfect for a bedroom studio like mine! trs cables do not come in the box, so you will need to buy them, however you do get rca and an aux cable. overall these speakers are amazing for the price and are perfect for a bedroom studio!","speakers amazing price money! saw lot reviews saying lot mains hum however using trs input no hum unless put ear speaker even noise minimal. not tried rca hum using input. order uk come uk plug no need worry buying adapter:) speakers price money amazing! great mixing perfect bedroom studio like mine! trs cables not come box, need buy them, however get rca aux cable. overall speakers amazing price perfect bedroom studio!","brilliant speakers!. speakers amazing price money! saw lot reviews saying lot mains hum however using trs input no hum unless put ear speaker even noise minimal. not tried rca hum using input. order uk come uk plug no need worry buying adapter:) speakers price money amazing! great mixing perfect bedroom studio like mine! trs cables not come box, need buy them, however get rca aux cable. overall speakers amazing price perfect bedroom studio!",5,Positive,2020,5,14
559,presonus eris 3.5 speakers,perfect speakers for home studios.great sound quality.cheap.also a nicely designed speaker.the delivery time was very quick even with covid-19 so it would be even faster without..great purchase,perfect speakers home studios.great sound quality.cheap.also nicely designed speaker.the delivery time quick even covid-19 even faster without..great purchase,presonus eris 3.5 speakers. perfect speakers home studios.great sound quality.cheap.also nicely designed speaker.the delivery time quick even covid-19 even faster without..great purchase,4,Positive,2020,5,12
560,presonus eris are better than any small bookshelf speakers i've tried!,"picked these up last week for £69 from another place and honestly can't believe the quality of these. all reviews are accurate, these are as minimalistic as they are light. they have a very clear presentation with sparkly treble and tightly controlled bass, but if you're sensitive to that not to worry because they also have high freq and low freq controls which means you can adjust it by up to 6db plus or minus on the rear of the main (l) speaker...for me personally it's different because i live in a flat, i actually turned down the bass by -1 to -2db and they sound great hooked up to my somewhat antique fiio e7 dac/amp with a wolfson 8740 audiophile level chip via 3.5mm to rca loops uk audio cables. sound signature and synergy from this combo is very musical, with great definition and sense of space. i also tried it with an xtrempro x1 ess sabre 9023 dac (available here on amazon for about £34 shipped i think), and the sound synergy is pretty cold, rather forward and aggressive but still with decent soundstage. definitely more analytical, however this gets fatiguing for someone like me who listens to music for 2+ hours a day!..edit (14/05): i have upgraded the slightly thin l/r stock speaker wire that you get in the box to a much more reliable 250~ strand shielded cotton filled 99.9% ofc copper wire and i feel like there is a definite differnce but hey i only hooked it up today so it could be just placebo. i aint going back to the stock cable thats for sure!..i will also be getting a 3.5mm to 6.35mm lr interconnect cable (not balanced) so i can use the trs inputs and test to see if the audio quality improves or changes. will report back here soon! keep an eye out if you wanna know...---.conclusion:..these are hands down the best speakers i've ever had hooked up to my pc... and i have owned many in the past - trust, cambridge soundworks, 1byone, edifier e10bt, creative t20ii, creative t40ii (amazing but very much like dinosaurs, go for them if you like jurassic park","picked last week £69 another place honestly can't believe quality these. reviews accurate, minimalistic light. clear presentation sparkly treble tightly controlled bass, sensitive not worry also high freq low freq controls means adjust 6db plus minus rear main (l) speaker...for personally different live flat, actually turned bass -1 -2db sound great hooked somewhat antique fiio e7 dac/amp wolfson 8740 audiophile level chip via 3.5mm rca loops uk audio cables. sound signature synergy combo musical, great definition sense space. also tried xtrempro x1 ess sabre 9023 dac (available amazon £34 shipped think), sound synergy pretty cold, rather forward aggressive still decent soundstage. definitely analytical, however gets fatiguing someone like listens music 2+ hours day!..edit (14/05): upgraded slightly thin l/r stock speaker wire get box much reliable 250~ strand shielded cotton filled 99.9% ofc copper wire feel like definite differnce hey hooked today placebo. aint going back stock cable thats sure!..i also getting 3.5mm 6.35mm lr interconnect cable (not balanced) use trs inputs test see audio quality improves changes. report back soon! keep eye wanna know...---.conclusion:..these hands best speakers i've ever hooked pc... owned many past - trust, cambridge soundworks, 1byone, edifier e10bt, creative t20ii, creative t40ii (amazing much like dinosaurs, go like jurassic park","presonus eris are better than any small bookshelf speakers i've tried!. picked last week £69 another place honestly can't believe quality these. reviews accurate, minimalistic light. clear presentation sparkly treble tightly controlled bass, sensitive not worry also high freq low freq controls means adjust 6db plus minus rear main (l) speaker...for personally different live flat, actually turned bass -1 -2db sound great hooked somewhat antique fiio e7 dac/amp wolfson 8740 audiophile level chip via 3.5mm rca loops uk audio cables. sound signature synergy combo musical, great definition sense space. also tried xtrempro x1 ess sabre 9023 dac (available amazon £34 shipped think), sound synergy pretty cold, rather forward aggressive still decent soundstage. definitely analytical, however gets fatiguing someone like listens music 2+ hours day!..edit (14/05): upgraded slightly thin l/r stock speaker wire get box much reliable 250~ strand shielded cotton filled 99.9% ofc copper wire feel like definite differnce hey hooked today placebo. aint going back stock cable thats sure!..i also getting 3.5mm 6.35mm lr interconnect cable (not balanced) use trs inputs test see audio quality improves changes. report back soon! keep eye wanna know...---.conclusion:..these hands best speakers i've ever hooked pc... owned many past - trust, cambridge soundworks, 1byone, edifier e10bt, creative t20ii, creative t40ii (amazing much like dinosaurs, go like jurassic park",5,Positive,2020,5,11
