,Clean Review,Review,Title,Content,Rating,Sentiment,Year,Month,Day
585,great low cost speakers great value,great low cost speakers. great value.,great low cost speakers,great value.,5,Positive,2020,3,31
586,groovy baby good price use home studio set mixing sound good,"groovy baby!!. very very good for the price! i only use them for a home studio set up, for mixing, and they sound good!",groovy baby!!,"very very good for the price! i only use them for a home studio set up, for mixing, and they sound good!",4,Positive,2020,3,19
587,sounds good surprisingly good sound small speaker,sounds good. surprisingly good sound from such a small speaker,sounds good,surprisingly good sound from such a small speaker,4,Positive,2020,3,18
588,no british plug provided exellent speakers brilliant sound no british plug annoyed little bit brilliant speakers,no british plug provided. exellent speakers.brilliant sound.just the no british plug annoyed me a little bit.other than that brilliant speakers,no british plug provided,exellent speakers.brilliant sound.just the no british plug annoyed me a little bit.other than that brilliant speakers,5,Positive,2020,3,14
589,wonderful pair speakers practical desktop not audiophile looking simple good enough pair speakers desktop play music use computer looking lot online ended buying not really sure glad say wonderful sound fantastic full crisp hear everything really well lots details not noticed not take much space really simple set not require external amp anything also not playing anything completely silent no distracting white noise plus controls user interface perfect easy turn easy plug headphones easy control volume shape solid flat top put things top,"wonderful pair of speakers, practical for your desktop. i am not an audiophile. i was looking for a simple and good enough pair of speakers for my desktop to play music while i use the computer. after looking a lot online i ended up buying these but wasn't really sure about them. i'm glad to say they are wonderful!..the sound is fantastic, full and crisp. i can hear everything really well, with lots of details that i had not noticed before. they don't take up much space, and are really simple to set up (they don't require any external amp or anything)...also when i am not playing anything, they are completely silent! no distracting white noise...plus the controls and user interface are perfect: easy to turn on and off, easy to plug headphones on, and easy to control the volume...their shape is solid and flat at the top, so you can put things on top of them too.","wonderful pair of speakers, practical for your desktop","i am not an audiophile. i was looking for a simple and good enough pair of speakers for my desktop to play music while i use the computer. after looking a lot online i ended up buying these but wasn't really sure about them. i'm glad to say they are wonderful!..the sound is fantastic, full and crisp. i can hear everything really well, with lots of details that i had not noticed before. they don't take up much space, and are really simple to set up (they don't require any external amp or anything)...also when i am not playing anything, they are completely silent! no distracting white noise...plus the controls and user interface are perfect: easy to turn on and off, easy to plug headphones on, and easy to control the volume...their shape is solid and flat at the top, so you can put things on top of them too.",5,Positive,2020,3,6
590,good sound price good little monitors small home studio great sound home recording,good sound for the price. good little monitors for a small home studio. great sound for home recording.,good sound for the price,good little monitors for a small home studio. great sound for home recording.,5,Positive,2020,3,4
591,really good really good speakers took minutes work everything worked fantastic come supplies need uk plug,"really good. these are really good speakers. it took me a few minutes to work out how everything worked, but once i did, they were fantastic...they come with all the supplies you need and a uk plug!",really good,"these are really good speakers. it took me a few minutes to work out how everything worked, but once i did, they were fantastic...they come with all the supplies you need and a uk plug!",5,Positive,2020,3,1
592,crazy bass good,it’s crazy. the bass is good,it’s crazy,the bass is good,5,Positive,2020,2,29
593,superb price took lot reviews board buying budget studio monitors first home studio set budget like people expendable cash im aiming buy best budget monitors fab price good sound tested using daw ability tune room dynamics eq brilliant makeshift home studio yet acoustically treat room done using monitors,"superb for the price. i took a lot of other reviews on board when buying budget studio monitors - this is my first home studio set up and i am on a budget like most people, so until i have more expendable cash, im aiming to buy the best i can for my budget. these monitors are fab for the price. such a good sound when tested and when using with my daw. the ability to tune to the room dynamics with an eq was brilliant for me in my makeshift home studio. i am yet to acoustically treat my room but will be done using these monitors now.",superb for the price,"i took a lot of other reviews on board when buying budget studio monitors - this is my first home studio set up and i am on a budget like most people, so until i have more expendable cash, im aiming to buy the best i can for my budget. these monitors are fab for the price. such a good sound when tested and when using with my daw. the ability to tune to the room dynamics with an eq was brilliant for me in my makeshift home studio. i am yet to acoustically treat my room but will be done using these monitors now.",5,Positive,2020,2,28
594,fantastic sound fantastic price one best purchases made sound unbelievable speakers small enough desktop use record though let hear every little sound great mastering tracks highly recommend,"fantastic sound at a fantastic price. this is one of the best purchases i've made, sound is unbelievable and speakers are small enough for a desktop. i use them to record though and they let you hear every little sound which is great for mastering tracks, highly recommend",fantastic sound at a fantastic price,"this is one of the best purchases i've made, sound is unbelievable and speakers are small enough for a desktop. i use them to record though and they let you hear every little sound which is great for mastering tracks, highly recommend",5,Positive,2020,2,27
595,good great sound money 5 start however went bang month annoyingly amazon 30 day return return presonus took lot wasted time amazon get point presonus responded rapidly replaced quickly warranty hopefully not go bang sound quality better expecting money,good but!. great sound for the money. would have been 5 start... however it went bang after just over a month. annoyingly amazon only have 30 day return so had to return to presonus. took a lot of wasted time with amazon to get to that point but presonus responded rapidly and have replaced quickly under warranty. hopefully these won't go bang as the sound quality was better than i was expecting for the money.,good but!,great sound for the money. would have been 5 start... however it went bang after just over a month. annoyingly amazon only have 30 day return so had to return to presonus. took a lot of wasted time with amazon to get to that point but presonus responded rapidly and have replaced quickly under warranty. hopefully these won't go bang as the sound quality was better than i was expecting for the money.,3,Neutral,2020,2,26
596,amazing speakers decent price awesome speakers price nothing bad say speakers,amazing speakers + decent price = awesome speakers. for the price there is nothing bad i can say about these speakers.,amazing speakers + decent price = awesome speakers,for the price there is nothing bad i can say about these speakers.,5,Positive,2020,2,22
597,phenomenal sound looking forward amazing sound quality,"phenomenal sound. just what i have been looking forward, amazing sound and quality",phenomenal sound,"just what i have been looking forward, amazing sound and quality",5,Positive,2020,2,20
598,great price great speakers pretty flat sound great price use general media use mixing djing great extremely punchy price well not believe much bass power size obviously not power big party studio monitors heart work smaller house parties,"great for the price. these are great speakers, they have a pretty flat sound and are great for the price, i use them for general media use and mixing/djing and they are great for this. they are extremely punchy for the price as well, couldn't believe how much bass and power they have for the size...you obviously couldn't power a big party with them as they are studio monitors at heart, but could work for smaller house parties!",great for the price,"these are great speakers, they have a pretty flat sound and are great for the price, i use them for general media use and mixing/djing and they are great for this. they are extremely punchy for the price as well, couldn't believe how much bass and power they have for the size...you obviously couldn't power a big party with them as they are studio monitors at heart, but could work for smaller house parties!",5,Positive,2020,2,19
599,speakers pretty good use instead amps guitar plus bluetooth used elsewhere,speakers pretty good. use instead of amps for guitar plus bluetooth will be used elsewhere,speakers pretty good,use instead of amps for guitar plus bluetooth will be used elsewhere,5,Positive,2020,2,18
600,special audio horns amazing speakers money,special audio horns. amazing speakers for the money 👊🏻🙌🏻🔥,special audio horns,amazing speakers for the money 👊🏻🙌🏻🔥,5,Positive,2020,2,17
601,good quality,good quality. ,good quality,,3,Neutral,2020,2,14
602,really good producing 5 years soubd flat yamaha hs8 closest sound comparison,really good. producing 5 years....soubd so flat..yamaha hs8 are the closest sound comparison,really good,producing 5 years....soubd so flat..yamaha hs8 are the closest sound comparison,5,Positive,2020,2,12
603,everything good product,everything. good product,everything,good product,5,Positive,2020,2,9
604,value money great value money perfect people budget not need audiophile quality,"value for money. great value for money, perfect for people on a budget who don't need audiophile quality.",value for money,"great value for money, perfect for people on a budget who don't need audiophile quality.",5,Positive,2020,2,7
605,perfect awesome speakers good buy another pair next pc build,perfect. awesome speakers they are that good might buy another pair for my next pc build :),perfect,awesome speakers they are that good might buy another pair for my next pc build :),5,Positive,2020,2,6
606,great anyone starting great small set good quality sound already wish stretched 4 5 torn 2 go bigger straight away upgrading mine soon,"great for anyone starting out. great for a small set up..good quality of sound but i already wish i had stretched for the 4.5’s..if you’re torn between the 2, go bigger straight away because i’ll be upgrading mine as soon as i can.",great for anyone starting out,"great for a small set up..good quality of sound but i already wish i had stretched for the 4.5’s..if you’re torn between the 2, go bigger straight away because i’ll be upgrading mine as soon as i can.",5,Positive,2020,2,5
607,amazing sound price researching many monitors price range via youtube seemed get great reviews every time extremely happy product,"amazing sound for the price.. after researching many monitors in this price range via youtube, these seemed to get great reviews every time. extremely happy with this product.",amazing sound for the price.,"after researching many monitors in this price range via youtube, these seemed to get great reviews every time. extremely happy with this product.",5,Positive,2020,2,3
608,lovely little speakers lovely quick first time speakers go wrong stressfull issue wires aux faulty need new wires long send something back wait 14 days collecting item even issue refund still takes another 3 5 working days clear looks like buying new wires microphone wire not item another amazon faulty bit ridiculous go,"lovely little speakers. lovely quick first time speakers can go wrong the only stressfull issue is both wires for aux are faulty, so now i need new wires and its so long to send something back you have to wait up to 14 days after collecting the item before they even issue a refund which still takes another 3 to 5 working days to clear so looks like i'm buying new wires and the same for my microphone wire not with this item but another from amazon faulty!! its is a bit ridiculous but there you go.",lovely little speakers,"lovely quick first time speakers can go wrong the only stressfull issue is both wires for aux are faulty, so now i need new wires and its so long to send something back you have to wait up to 14 days after collecting the item before they even issue a refund which still takes another 3 to 5 working days to clear so looks like i'm buying new wires and the same for my microphone wire not with this item but another from amazon faulty!! its is a bit ridiculous but there you go.",5,Positive,2020,2,1
609,epic wicked,so epic. these are wicked,so epic,these are wicked,5,Positive,2020,1,31
610,best class music never sounded better,best in class. music never sounded better,best in class,music never sounded better,5,Positive,2020,1,31
611,cheaper speakers audiophile excellent frequency range mastering mixing 6 months absolutely amazing quality frequency adjustment high quality product recommended,cheaper speakers for audiophile excellent frequency range. i have been mastering and mixing for 6 months absolutely amazing quality and frequency adjustment high quality product and recommended,cheaper speakers for audiophile excellent frequency range,i have been mastering and mixing for 6 months absolutely amazing quality and frequency adjustment high quality product and recommended,5,Positive,2020,1,30
612,good value decent sound considering cost,good value. decent sound considering the cost.,good value,decent sound considering the cost.,4,Positive,2020,1,25
613,delighted really happy monitors great buy sound quality excellent great addition bedroom studio,"delighted with these 👌🏼. really happy with these monitors, great buy! the sound quality is excellent and a great addition to my bedroom studio",delighted with these 👌🏼,"really happy with these monitors, great buy! the sound quality is excellent and a great addition to my bedroom studio",5,Positive,2020,1,23
614,pretty accurate reference monitors best speakers far,pretty accurate reference monitors. best speakers i have so far,pretty accurate reference monitors,best speakers i have so far,5,Positive,2020,1,21
615,superb money bought budget already owned presonus audiobox studio 1 delighted speakers query noise level concerns people seem experienced mine full barely hiss basically great money using separate power supply mac etc help noise,"superb for money. bought these as i had a budget and already owned the presonus audiobox and studio 1. delighted with the speakers and have to query the noise level concerns some people seem to have experienced. mine are up full and barely a hiss! basically, great for the money and using a separate power supply to your mac etc. might help with the noise.",superb for money,"bought these as i had a budget and already owned the presonus audiobox and studio 1. delighted with the speakers and have to query the noise level concerns some people seem to have experienced. mine are up full and barely a hiss! basically, great for the money and using a separate power supply to your mac etc. might help with the noise.",5,Positive,2020,1,21
616,great speakers good high quality speakers,great speakers. very good high quality speakers,great speakers,very good high quality speakers,5,Positive,2020,1,21
617,impressed speakers sound great crisp highs punchy lows absolutely no hum mentioned previous reviews uk plug also box also mentioned not present reviews happy purchase,very impressed. these speakers sound great. crisp highs and punchy lows. absolutely no hum that's been mentioned in previous reviews and a uk plug was also in the box which has also been mentioned as not present in other reviews..very happy with my purchase.,very impressed,these speakers sound great. crisp highs and punchy lows. absolutely no hum that's been mentioned in previous reviews and a uk plug was also in the box which has also been mentioned as not present in other reviews..very happy with my purchase.,5,Positive,2020,1,20
618,good speakers brilliant every way definitely recommend,very good speakers. these are brilliant in every way. i would definitely recommend.,very good speakers,these are brilliant in every way. i would definitely recommend.,5,Positive,2020,1,17
619,amazing value money however noticed rattling specially kicks no reason implying eris 3 5 rattle notice left monitor not passive rattle music turned louder halfway got one 4 days ago ordered replacement either way monitors sound really good specially size,"amazing value for money however, noticed that there’s rattling specially on the kicks. i’m for no reason implying that all eris 3.5 rattle but i did notice that my left monitor (not the passive) did rattle when music was turned louder than halfway..i only got these one 4 days ago so i ordered a replacement...either way these monitors sound really good (specially for it’s size)","amazing value for money however, noticed that there’s rattling specially on the kicks",i’m for no reason implying that all eris 3.5 rattle but i did notice that my left monitor (not the passive) did rattle when music was turned louder than halfway..i only got these one 4 days ago so i ordered a replacement...either way these monitors sound really good (specially for it’s size),5,Positive,2020,1,16
620,amazing bass focused though sound quality extremely good issue higher frequencies not prominent monitors fairly bass focused someone getting music mixing mastering slightly flatter frequency response outside good listening music video audio great value anyone budget,"amazing! very bass focused though. the sound quality from this is extremely good! my only issue is the higher frequencies aren't as prominent as they could be, the monitors are fairly bass focused. as someone getting into music mixing and mastering, they could be slightly flatter in frequency response. outside of this, they're very good for listening to music and video audio. great value for anyone on a budget!",amazing! very bass focused though,"the sound quality from this is extremely good! my only issue is the higher frequencies aren't as prominent as they could be, the monitors are fairly bass focused. as someone getting into music mixing and mastering, they could be slightly flatter in frequency response. outside of this, they're very good for listening to music and video audio. great value for anyone on a budget!",5,Positive,2020,1,15
621,impressive sound questionable quality control lot research decided presonus eris e3 5 sound clarity good good size placed next monitors unobtrusive eye stars first set dead arrival one no power pass quality control secondly jack rca cable 1 5m short double setup base unit placement aftermarket 2m cable perfect,"impressive sound but questionable quality control. after a lot of research i decided on the presonus eris e3.5..sound clarity very good, good size when placed next to monitors and unobtrusive to the eye...why the stars?..the first set were dead in arrival one. no power, how did they pass quality control?..secondly the jack to rca cable is 1.5m too short with a double more setup and base unit placement. aftermarket 2m cable perfect.",impressive sound but questionable quality control,"after a lot of research i decided on the presonus eris e3.5..sound clarity very good, good size when placed next to monitors and unobtrusive to the eye...why the stars?..the first set were dead in arrival one. no power, how did they pass quality control?..secondly the jack to rca cable is 1.5m too short with a double more setup and base unit placement. aftermarket 2m cable perfect.",3,Neutral,2020,1,14
622,good value best time money,good value. best at the time for the money,good value,best at the time for the money,5,Positive,2020,1,14
623,good value great tools professional seller item well packaged arrived one day earlier no issue,good value. great tools and professional seller. item well packaged and arrived one day earlier. no issue at all,good value,great tools and professional seller. item well packaged and arrived one day earlier. no issue at all,5,Positive,2020,1,13
624,great speakers amazing product price needed film editing job nicely happy product,great speakers!. amazing product for the price. needed them for film editing and they do the job nicely. very happy with this product.,great speakers!,amazing product for the price. needed them for film editing and they do the job nicely. very happy with this product.,5,Positive,2020,1,6
625,quality prescise sound well made seen lots reviews speakers mostly good negatives power hum honestly purchased price cannot better firstly bought mackie cr3 sounded nice low turn bass horrible much unclear no adjustment shame presonas superb no power hum clear prescise sound size price not better ignore negative comments none speakers bizz no dont work company honest know abit speakers used night club system amazing,quality and prescise sound and well made. i have seen lots of reviews for these speakers mostly good and some negatives about a power hum! honestly just purchased these for the price you cannot do better firstly i bought the mackie cr3 sounded nice low but turn them up the bass was horrible too much and unclear with no adjustment which was a shame! these presonas are superb no power hum just clear prescise sound for there size and price you will not do better! so ignore the negative comments there are none these speakers are the bizz and no i dont work for the company just being honest i know abit about speakers used to have a night club and our system was amazing.,quality and prescise sound and well made,i have seen lots of reviews for these speakers mostly good and some negatives about a power hum! honestly just purchased these for the price you cannot do better firstly i bought the mackie cr3 sounded nice low but turn them up the bass was horrible too much and unclear with no adjustment which was a shame! these presonas are superb no power hum just clear prescise sound for there size and price you will not do better! so ignore the negative comments there are none these speakers are the bizz and no i dont work for the company just being honest i know abit about speakers used to have a night club and our system was amazing.,5,Positive,2020,1,5
626,great quality great value great sound box easily connected interface ready go great range frequencies even dials back tweak high low frequencies multiple inputs meaning able use balanced cables connect audio interface overall great set studio monitors coming reasonable price great sound build quality,"great quality, great value and great sound. from out of the box they were easily connected to my interface and i was ready to go. there is a great range of frequencies, and there is even dials on the back to tweak the high and low frequencies. there are multiple inputs, meaning i was able to use balanced cables to connect from my audio interface. overall, a great set of studio monitors, coming in at a very reasonable price and with great sound and build quality.","great quality, great value and great sound","from out of the box they were easily connected to my interface and i was ready to go. there is a great range of frequencies, and there is even dials on the back to tweak the high and low frequencies. there are multiple inputs, meaning i was able to use balanced cables to connect from my audio interface. overall, a great set of studio monitors, coming in at a very reasonable price and with great sound and build quality.",5,Positive,2020,1,4
627,great value not blown away entry level studio monitors offer great value fairly decent sound little skeptical reviews mentioned static hum due power supply thankfully mine not issue also look great certainly feel like premium product price paid upgraded 40 pc speakers not blown away sound said time purchase around 90 pair considered low end professional set studio monitors no real complaints issue far main powered speaker definitely louder slave speaker either adjust output settings computer change speaker positioning try make not ideal solutions hence reason 4 stars rather 5 overall however decent purchase use 12 months considering upgrades,"great value, but not blown away,. these entry level studio monitors offer great value and a fairly decent sound. i was a little skeptical after some reviews had mentioned a static hum due to the power supply - thankfully mine have not had this issue...they also look great too and certainly feel like a premium product for the price paid. i had upgraded to these from some £40 pc speakers and wasn't 'blown away' with the sound, but that being said, at the time of purchase, these were only around £90 for the pair, which is considered to be at the low end for a professional set of studio monitors, so no real complaints there...the only issue for me so far, is that the main powered speaker is definitely louder than the slave speaker, and so i'm having to either adjust my output settings on my computer or change the speaker positioning to try and make up for this (both are not ideal solutions) - hence the reason for 4 stars, rather than 5...overall however, a decent purchase, which i'll use for 12 months or so before considering further upgrades.","great value, but not blown away,","these entry level studio monitors offer great value and a fairly decent sound. i was a little skeptical after some reviews had mentioned a static hum due to the power supply - thankfully mine have not had this issue...they also look great too and certainly feel like a premium product for the price paid. i had upgraded to these from some £40 pc speakers and wasn't 'blown away' with the sound, but that being said, at the time of purchase, these were only around £90 for the pair, which is considered to be at the low end for a professional set of studio monitors, so no real complaints there...the only issue for me so far, is that the main powered speaker is definitely louder than the slave speaker, and so i'm having to either adjust my output settings on my computer or change the speaker positioning to try and make up for this (both are not ideal solutions) - hence the reason for 4 stars, rather than 5...overall however, a decent purchase, which i'll use for 12 months or so before considering further upgrades.",4,Positive,2020,1,4
628,excellent value money professional quality decent price bought sons xmas gift recording artist professional qualities decent price sound look great recommend,excellent value for money. professional quality at a decent price.. i bought these for my sons xmas gift. he is a recording artist and these have professional qualities for a decent price. sound and look great. would recommend!,excellent value for money. professional quality at a decent price.,i bought these for my sons xmas gift. he is a recording artist and these have professional qualities for a decent price. sound and look great. would recommend!,5,Positive,2020,1,1
629,brilliant budget conscious option fantastic speakers highly recommend exceeded expectations sound quality great crystal clear loud powerful brilliant entry level music listening production hesitant buy truly not regret,"brilliant budget conscious option!. fantastic speakers, i would highly recommend. exceeded my expectations, sound quality is great, crystal clear, loud and powerful...brilliant entry level into music listening or production. if you are hesitant just buy them, you truly won't regret it",brilliant budget conscious option!,"fantastic speakers, i would highly recommend. exceeded my expectations, sound quality is great, crystal clear, loud and powerful...brilliant entry level into music listening or production. if you are hesitant just buy them, you truly won't regret it",5,Positive,2019,12,30
630,amazing budget monitors amazing budget monitors mains hum people speak absolutely minimal not heard normal computer sounds,amazing budget monitors!. amazing budget monitors. the mains hum people speak about is absolutely minimal and not heard over normal computer sounds!,amazing budget monitors!,amazing budget monitors. the mains hum people speak about is absolutely minimal and not heard over normal computer sounds!,5,Positive,2019,12,28
631,superb sound speakers bought replace monitor speakers studio suddenly stopped working similar price previous ones sound quality far superior controls finely adjust output even highly recommend,superb sound. these speakers were bought to replace the monitor speakers in my studio which had suddenly stopped working. they are a similar price to my previous ones but the sound quality is far superior and have controls to finely adjust the output even further. would highly recommend.,superb sound,these speakers were bought to replace the monitor speakers in my studio which had suddenly stopped working. they are a similar price to my previous ones but the sound quality is far superior and have controls to finely adjust the output even further. would highly recommend.,5,Positive,2019,12,27
632,great sound good ham radio ordered presonus eris e4 5 4 5 inch 2 way high definition active studio monitors pair dec 18th delivered 3 days later 6 30pm getting ready go waited sat morning un box set speakers connected 10 mins tested wow great sound small pair speakers pleased purchase recommend someone tight budget use mine different uses ham radio playing mp3 watching videos computer,"great sound good for ham radio. i ordered presonus eris e4.5 4.5-inch, 2-way, high-definition active studio monitors (pair) on dec 18th and it was delivered 3 days later about 6:30pm. i was getting ready to go out so waited to sat morning to un-box and set the speakers up, all connected in about 10 mins and tested. wow what a great sound from such a small pair of speakers. very pleased with my purchase. would recommend them for someone on a tight budget. i use mine for different uses ham radio and playing mp3 or watching videos on my computer.",great sound good for ham radio,"i ordered presonus eris e4.5 4.5-inch, 2-way, high-definition active studio monitors (pair) on dec 18th and it was delivered 3 days later about 6:30pm. i was getting ready to go out so waited to sat morning to un-box and set the speakers up, all connected in about 10 mins and tested. wow what a great sound from such a small pair of speakers. very pleased with my purchase. would recommend them for someone on a tight budget. i use mine for different uses ham radio and playing mp3 or watching videos on my computer.",5,Positive,2019,12,24
633,great quality described perfect needed,great quality. as described! perfect for what’s needed,great quality,as described! perfect for what’s needed,5,Positive,2019,12,20
634,fantastic value limited bass range sent back bottom end almost non existent good value opted iloud micro monitors low end smaller,"fantastic value, but very limited bass range. i sent these back as the bottom end was almost non existent. but they are very good value for what they are...i opted for the iloud micro monitors as they have more low end and are smaller.","fantastic value, but very limited bass range",i sent these back as the bottom end was almost non existent. but they are very good value for what they are...i opted for the iloud micro monitors as they have more low end and are smaller.,3,Neutral,2019,12,14
635,crazy value money ratings based price product great pair monitors perfect not use big 6inch drivers right lows still clear full not deep looking mids highs perform well boosted attenuated need,crazy value for money. my ratings are based on price and over all product. what a great pair of monitors perfect for me now as i can't use my big 6inch drivers right now. lows are still clear and full not as deep but that's what i was looking for. mids and highs perform well and can be boosted or attenuated if need be.,crazy value for money,my ratings are based on price and over all product. what a great pair of monitors perfect for me now as i can't use my big 6inch drivers right now. lows are still clear and full not as deep but that's what i was looking for. mids and highs perform well and can be boosted or attenuated if need be.,5,Positive,2019,12,12
636,not turn not turn makes wonder kind quality control either amazon presonus conducts allowing defective product leave factory heard good reviews speakers looking forward hearing unfortunately powered one second never came back tried multiple plug sockets unsuccessful leaves believe speakers broken never turn quite frankly disappointed anything else,"does not turn on. did not turn on, makes me wonder what kind of quality control either amazon or presonus conducts, allowing a defective product to leave the factory. i've heard good reviews about the speakers and was looking forward to hearing them, unfortunately, they were only powered on for one second after that it never came back on, and i've tried multiple plug sockets and was unsuccessful so that leaves me to believe the speakers are broken and will never turn on. quite frankly i'm just disappointed than anything else.",does not turn on,"did not turn on, makes me wonder what kind of quality control either amazon or presonus conducts, allowing a defective product to leave the factory. i've heard good reviews about the speakers and was looking forward to hearing them, unfortunately, they were only powered on for one second after that it never came back on, and i've tried multiple plug sockets and was unsuccessful so that leaves me to believe the speakers are broken and will never turn on. quite frankly i'm just disappointed than anything else.",1,Negative,2019,12,8
637,great value money fast delivery excellent sound quality perfect use great bottom end sound clear bass not even played around balancing yet sound great box low price sound quality find hard beat,"great value for money. fast delivery, excellent sound quality perfect for my use. great bottom end sound, clear bass and i haven't even played around with the balancing yet. sound great out of the box. for the low price and sound quality, i would find it hard to beat them.",great value for money,"fast delivery, excellent sound quality perfect for my use. great bottom end sound, clear bass and i haven't even played around with the balancing yet. sound great out of the box. for the low price and sound quality, i would find it hard to beat them.",5,Positive,2019,12,5
638,professional audio clarity great product exactly needed,professional audio clarity.. great product. exactly what i needed.,professional audio clarity.,great product. exactly what i needed.,5,Positive,2019,12,4
639,lavely lavely,lavely. lavely,lavely,lavely,5,Positive,2019,12,3
640,value money cost clarity brilliant clear concise sound not alot sub frequency enough bass get stuck producing,"value for money!. for what they cost the clarity is brilliant. clear and concise sound, not alot of sub frequency but enough bass to get stuck in with producing.",value for money!,"for what they cost the clarity is brilliant. clear and concise sound, not alot of sub frequency but enough bass to get stuck in with producing.",5,Positive,2019,11,29
641,aarxn perfect,aarxn. perfect,aarxn,perfect,5,Positive,2019,11,29
642,great speakers moment nothing don like light portable sound great haven tested high volumes using mostly mixing music home listening vinyls,great speakers. for the moment nothing i don’t like about there. very light and portable. sound is great but haven’t tested it on very high volumes. using them mostly for mixing music at home and listening to vinyls.,great speakers,for the moment nothing i don’t like about there. very light and portable. sound is great but haven’t tested it on very high volumes. using them mostly for mixing music at home and listening to vinyls.,5,Positive,2019,11,24
643,excellent sound no mains hum whatsoever perfect home studio excellent sound mixing playing no hum despite reviewes commented speakers silent attached scarlett solo audio interface love far happy,excellent sound - no mains hum whatsoever!. perfect for my home studio - excellent sound for mixing or playing and no hum at all despite what other reviewes have commented on. speakers are silent when on and attached to my scarlett solo audio interface. love them so far.... very happy,excellent sound - no mains hum whatsoever!,perfect for my home studio - excellent sound for mixing or playing and no hum at all despite what other reviewes have commented on. speakers are silent when on and attached to my scarlett solo audio interface. love them so far.... very happy,5,Positive,2019,11,20
644,good sounding monitors bought go second studio spare room tannoys main space wife needed somewhere create music whim desk space limited great reference monitors making music think struggle get mixdown sound great listening music yt etc starting music production need mobile recording set like need second pair reliable sounding speakers happy purchase may even buy second pair,"good sounding monitors. bought these to go in my second studio in the spare room. i have tannoys for my main space but the wife and i needed somewhere to create music on a whim and the desk space is limited. these are great as reference monitors for making music but i think i would struggle to get a mixdown with them...they sound great listening to music and yt etc. if you're just starting out in music production, need a mobile recording set up or like me just need a second pair of reliable sounding speakers, you'll be happy with this purchase. i may even buy a second pair!",good sounding monitors,"bought these to go in my second studio in the spare room. i have tannoys for my main space but the wife and i needed somewhere to create music on a whim and the desk space is limited. these are great as reference monitors for making music but i think i would struggle to get a mixdown with them...they sound great listening to music and yt etc. if you're just starting out in music production, need a mobile recording set up or like me just need a second pair of reliable sounding speakers, you'll be happy with this purchase. i may even buy a second pair!",5,Positive,2019,11,16
645,perfect budget home studio great little monitors pc use little home studio,perfect for budget home studio!. great little monitors for pc use with my little home studio.,perfect for budget home studio!,great little monitors for pc use with my little home studio.,5,Positive,2019,11,14
646,omg grrrrrreeeeeeaaaaaaaat perfect application including professional studio work every bit good bigger brothers steal presonus thinking read neg reviews say either unlucky economical truth no mains hum no white noise no crackles no pops sound output perfect across range mean perfect headphone socket aux input power switch front logical placement wonder not like totally blow away monitors glad looked elsewhere reviews buying,"omg they're grrrrrreeeeeeaaaaaaaat. perfect for any application including professional studio work. every bit as good as their bigger brothers. these are a steal! what are presonus thinking!!!..have read all the neg' reviews i can only say either unlucky or are being economical with the truth. there is no mains hum, there is no white noise, no crackles, no pops. the sound output is perfect across the range and i mean perfect...headphone socket, aux input & power switch on the front is the most logical placement. wonder why they aren't all like this?..totally blow away by these monitors. so glad i looked elsewhere for reviews before buying.",omg they're grrrrrreeeeeeaaaaaaaat,"perfect for any application including professional studio work. every bit as good as their bigger brothers. these are a steal! what are presonus thinking!!!..have read all the neg' reviews i can only say either unlucky or are being economical with the truth. there is no mains hum, there is no white noise, no crackles, no pops. the sound output is perfect across the range and i mean perfect...headphone socket, aux input & power switch on the front is the most logical placement. wonder why they aren't all like this?..totally blow away by these monitors. so glad i looked elsewhere for reviews before buying.",5,Positive,2019,11,12
647,superb sound fantastic,superb. the sound is just fantastic,superb,the sound is just fantastic,5,Positive,2019,11,8
648,worth great price compact aesthetically pleasing,worth it. great for the price. compact and aesthetically pleasing.,worth it,great for the price. compact and aesthetically pleasing.,4,Positive,2019,10,30
649,good speakers money perfect lil room studio versatile,"good speakers for the money. perfect for my lil room studio, versatile.",good speakers for the money,"perfect for my lil room studio, versatile.",5,Positive,2019,10,27
650,great price point prior cinema av system sound macbook pro brother bought pair couple weeks back herd knew time upgrade av snob price point amaing benifit lot free desk space agree extermly slight 50hz mains hum not issue price point macbook fans 20 times loouder times,"great for the price point!. prior to these i had a cinema av system for sound on my macbook pro. my brother bought a pair of these a couple of weeks back, and when i herd them, i knew that it was time to upgrade. i am an av snob and for the price point they are amaing, the other benifit is i now have a lot more free desk space...i do agree there is an extermly slight 50hz mains hum, but its not an issue for the price point (my macbook fans can be 20 times loouder than this at times)",great for the price point!,"prior to these i had a cinema av system for sound on my macbook pro. my brother bought a pair of these a couple of weeks back, and when i herd them, i knew that it was time to upgrade. i am an av snob and for the price point they are amaing, the other benifit is i now have a lot more free desk space...i do agree there is an extermly slight 50hz mains hum, but its not an issue for the price point (my macbook fans can be 20 times loouder than this at times)",5,Positive,2019,10,24
651,quite impressed using mixing music really quite impressed absolutely no electrical hum stated one review really fine detail though not huge bass adequate needs mixing wide range styles music styles,"quite impressed.. i'm using these for mixing music and i'm really quite impressed. absolutely no electrical hum as stated in one review. really fine detail though not a huge bass adequate for my needs, mixing a wide range of styles of music styles.",quite impressed.,"i'm using these for mixing music and i'm really quite impressed. absolutely no electrical hum as stated in one review. really fine detail though not a huge bass adequate for my needs, mixing a wide range of styles of music styles.",4,Positive,2019,10,22
