,Title,Rating,Content
552,Amazing for the size,4,"I use these for music creation and DJing at home, I really can’t fault them so far. Powerful for their size, feel well built and the sound quality is great across all frequencies (enough for my needs anyway)."
553,Presonus eris 3.5,5,"They say you get what you pay for. Well ive certainly got my moneys worth. Could of paid cheaper for these i know. However i just dont like sellers with bad feedback.

Anyway for late night listening to YouTube Netflix and Spotify i needed some speakers with less bass. For the Neighbours. So i got hold of a pair of Creative T10s. They were ok but not an enjoyable listen. Next was the £129.99 Edifier R1700bt. Solidly built and well made. Aweful sound though Bass way to boomy for starters Turn it "
554,Very happy with these.,5,I like these a lot. They are not in my main music studio - they're indoors for the office ( kids computer ). Nice and small - loads of connectivity - and they sound great.
555,Perfect for home studio.,5,"Surprisingly brilliant for home studio, I wasn't expecting them to be this versatile. Well impressed."
556,Brilliant Speakers!,5,These speakers are AMAZING for the price of money! I saw a lot of reviews saying there was a lot of mains hum however if your using TRS input there is NO hum unless you put your ear up to the speaker and even when doing that the noise is minimal. I have not tried RCA so there could be more hum using that input. If you order in the UK it DOES come with a UK plug so no need to worry about buying an adapter:) These speakers for the price of money are AMAZING! they are great for mixing and perfect f
557,Presonus Eris 3.5 speakers,4,"Perfect Speakers for Home Studios
Great Sound Quality
Cheap
Also a nicely designed speaker
The delivery time was very quick even with covid-19 so it would be even faster without.
Great Purchase"
558,PreSonus Eris are better than any small bookshelf speakers I've tried!,5,"Picked these up last week for £69 from another place and honestly can't believe the quality of these. All reviews are accurate, these are as minimalistic as they are light. They have a very clear presentation with sparkly treble and tightly controlled bass, but if you're sensitive to that not to worry because they also have High Freq and Low Freq controls which means you can adjust it by up to 6db plus or minus on the rear of the main (L) speaker.

For me personally it's different because I live"
559,Very good value for money.,5,Very good speakers. Very loud for size. Clarity is very good as well. Definitely recommend for anyone who want good quality speakers
560,Amazing it's not enough,5,"I wouldn’t believe if someone tells me I could have an amazing sound for this price. These speakers are simply amazing. Well built, great sound without parasites noises at the back. Highly recommended."
561,Amazing Sound. Best I have ever heard,5,
562,"Perfect - Please PreSonus, never change these",5,"In the Eris E3.5, I've found the perfect speakers for my PC...
but I would also say for a small room, these are the only speakers you'd need for any purpose.

Over the years I've tried various Cambridge Soundworks, Logitechs, Creatives etc. I used the Gigaworks T40 Series II's for almost 10 years quite happily, they were good enough. Until I got a Fiio K3 amp/dac and didn't think they did it justice, so I started my search for upgraded monitors...

Enter the Tibo Plus 1.1 (which cost more than t"
563,Brilliant,5,"Absolutely brilliant !!
Needed some new speakers for my home DJ’ing as had my previous ones for a number of years and felt the sound wasn’t as clear as it could be. Read the reviews and couldn’t find a bad one, and for the price thought I’d order a pair. They are small and as I have wall brackets, I did have to cut down the extendable arm on my brackets to enable them the clamp the speaker but these were existing brackets and I was gonna make them fit either way. They are probably better to sit "
564,Small studio monitors that pack a great punch,5,"In terms of Studio Monitors, I only have experience with these 3.5"" Presonus Monitors and the much larger, much more expensive Yamaha HS8 Monitors. The Presonus Monitors sound almost as impressive as the Yamaha's. Their rich treble and thick bass makes mixing and monitoring audio a pleasure. The whole frequency spectrum is cleanly audible and the range of options for input are a great bonus."
565,Top sound,5,"Surprisingly good sound. Had previously bought a pair of Mackie CR3's, and was so unimpressed that I retuned them the same day.
After trawling the net I came across these bad boys, and never found a bad review.
For the price of these you cannot go wrong"
566,Great for PC,5,"Took a few minutes to set up. Cables included to output from my computer sound card.
A joy to listen too. I turned the treble down a touch as found it a little harsh. Left the bass in neutral.
I wouldn't use them as my hifi speaker. Bargain!"
567,Top class,5,"Safely packaged, well made, all the connecting wires to link to computer are included. Great value and a good sound for mixing down music tracks. Great purchase. Really pleased."
568,Excellent Speakers,5,"I bought these as I am starting to do a little home recording and got fed up wearing headphone all of the time.
Plugged them in and they sound excellent. Well please. Would recommend although I can not compare with other studio monitors."
569,Monitor quality on a budget.,5,"I got these Eris 4.5 powered speakers for my desktop mini-DAW setup and general AV use.
I have Genelecs for serious stuff but needed something better than my PC speakers for learning bass parts. Paid GB£139.00 and Amazon delivered next day.
(I notice these are the newest version (Mk 2?) with the jacks above each other and no range switches).
First impressions are highly favourable. Bass is extended with real weight and slam, kick drum sounds true.
Mids are clean and the whole audio range is basi"
570,good quality speakers,4,"For the price these are good, compact size and exactly what I needed for home studio"
571,"Fantastic sound, Great Look!",5,"I am impressed by these little speakers. The depth and loudness is amazing for the size and honestly I can't put the volume on highest anyway! I use this for my video editing and monitoring sound and this is definitely great for a home edit suite. I can trust what I hear and can hear all aspects of the mix. I had a bit of noise when I was using the rca cables but now with balanced cable and a usb interface, this is absolutely a rock star! Totally satisfied with PreSonus Eris E3.5."
572,Great value for money,4,"Very affordable pair of monitors, fairly small and light, high quality sound and easy to install.
Great value for money!"
573,Great monitors for this price point!,4,"Really happy with these speakers, very clear sound for mixing and mastering tracks. Glad i opted for the BT version so I can also use for listening to music from phone. Only did not give 5 stars because the headphone jack came in faulty (not returning because i can just plug it straight to audio interface). Definitely reccomend for the price."
574,Sound great,5,"Love em. Admittedly only had a day, but immediately used them for some mixing references and for the price, you cant go wrong."
575,Sound Quality Is Fudging AMAZING!,5,These speakers are 100% accurate and is worth the price. The bass is unbelievably amazing and its good for music production and more! deffo recommend this prduct.
576,⭐️⭐️⭐️⭐️⭐️,5,"Quality little
Speakers really packing the punch"
577,Terrible unbox experience with faulty speaker.,1,"When turned on the speaker start a loud noise even when all de volume is turned to minimum.
It seems like a malfunction on the Aux-in. Very frustrating and bad experience from the first interaction with the product."
578,Very Good,5,Very good monitors for the price. Better than some of the more expensive ones out there.
579,Outstanding Studio Monitos,5,"Outstanding equipment, I chose these for my small home studio after spending a long time hunting around for the rite kit, these are two tiny monitors that pack a lot of wallop. Key words to describe them are Clean, Crisp and Clear, plus the build quality is excellent.

I have read some negative reviews and can say either people expect too much from something so compact and in this price range (seriously good at this price) or were very unlucky with getting a faulty pair."
580,DISAPPOINTED,1,"For what I need these are ideal. Great sound, crisp mids and highs. Tempted to buy the 8inch version next and use these as PC speakers. **13th May 2020 these have now developed 'THE HUM'...pretty annoyed by this as they're great sounding speakers too."
581,Quality speakers,5,"Amazing, quality speakers for home studio. Absolutely satisfied with the product 😊"
582,Small and powerful,5,"I needed some multi-media speakers for my new PC build downstairs. I already have some Focal Alpha's in my home studio upstairs, so I didn't really want something sub-standard for my PC setup, even though it's not my main computer for doing music. These small monitors had good reviews, so I though I would give them a go. Well, all I can say is, I'm very impressed. Plenty of volume for a small desktop setup, but more importantly, the quality of sound is much better than I imagined. So much so, I "
583,Great low cost speakers,5,Great value.
584,Groovy baby!!,4,"Very very good for the price! I only use them for a home studio set up, for mixing, and they sound good!"
585,Sounds good,4,Surprisingly good sound from such a small speaker
586,No British Plug Provided,5,Exellent speakers.brilliant sound.just the no british plug annoyed me a little bit.Other than that BRILLIANT speakers
587,"Wonderful pair of speakers, practical for your desktop",5,"I am not an audiophile. I was looking for a simple and good enough pair of speakers for my desktop to play music while I use the computer. After looking a lot online I ended up buying these but wasn't really sure about them. I'm glad to say they are wonderful!

The sound is fantastic, full and crisp. I can hear everything really well, with lots of details that I had not noticed before. They don't take up much space, and are really simple to set up (they don't require any external amp or anything"
588,Good sound for the price,5,Good little monitors for a small home studio. Great sound for home recording.
589,Really good,5,"These are really good speakers. It took me a few minutes to work out how everything worked, but once I did, they were fantastic.

They come with all the supplies you need and a UK plug!"
590,It’s crazy,5,The bass is good
591,Superb for the price,5,"I took a lot of other reviews on board when buying budget studio monitors - this is my first home studio set up and i am on a budget like most people, so until i have more expendable cash, im aiming to buy the best i can for my budget. These monitors are FAB for the price. such a good sound when tested and when using with my DAW. the ability to tune to the room dynamics with an EQ was brilliant for me in my makeshift home studio. I am yet to acoustically treat my room but will be done using thes"
592,Fantastic sound at a fantastic price,5,"This is one of the best purchases I've made, sound is unbelievable and speakers are small enough for a desktop. I use them to record though and they let you hear every little sound which is great for mastering tracks, highly recommend"
593,Good but!,3,Great sound for the money. Would have been 5 start... However it went bang after just over a month. Annoyingly Amazon only have 30 day return so had to return to presonus. Took a lot of wasted time with Amazon to get to that point but presonus responded rapidly and have replaced quickly under warranty. Hopefully these won't go bang as the sound quality was better than I was expecting for the money.
594,Amazing speakers + decent price = awesome speakers,5,For the price there is nothing bad i can say about these speakers.
595,Phenomenal sound,5,"Just what I have been looking forward, amazing sound and quality"
596,Great for the price,5,"These are great speakers, they have a pretty flat sound and are great for the price, I use them for general media use and mixing/djing and they are great for this. They are extremely punchy for the price as well, couldn't believe how much bass and power they have for the size.

You obviously couldn't power a big party with them as they are studio monitors at heart, but could work for smaller house parties!"
597,speakers pretty good,5,use instead of amps for guitar plus bluetooth will be used elsewhere
598,Special audio horns,5,Amazing speakers for the money 👊🏻🙌🏻🔥
599,Good quality,3,
600,Really good,5,Producing 5 years....soubd so flat..yamaha hs8 are the closest sound comparison
601,Everything,5,Good product
602,Value for money,5,"Great value for money, perfect for people on a budget who don't need audiophile quality."
603,Perfect,5,Awesome speakers they are that good might buy another pair for my next PC build :)
604,Great for anyone starting out,5,"Great for a small set up.
Good quality of sound but I already wish I had stretched for the 4.5’s.
if you’re torn between the 2, go bigger straight away because I’ll be upgrading mine as soon as I can."
605,Amazing Sound For The Price.,5,"After researching many monitors in this price range via YouTube, these seemed to get great reviews every time. Extremely happy with this product."
606,Lovely little speakers,5,"Lovely quick first time speakers can go wrong the only stressfull issue is both wires for aux are faulty, so now i need new wires and its so long to send something back you have to wait up to 14 days after collecting the item before they even issue a refund which still takes another 3 to 5 working days to clear so looks like I'm buying new wires and the same for my microphone wire not with this item but another from Amazon faulty!! Its is a bit ridiculous but there you go."
607,So EPIC,5,These are wicked
608,Best in class,5,Music never sounded better
609,Cheaper speakers for audiophile Excellent frequency range,5,I have been mastering and mixing for 6 months Absolutely amazing quality and frequency adjustment High quality product and recommended
610,Good Value,4,Decent sound considering the cost.
611,Delighted with these 👌🏼,5,"Really happy with these monitors, great buy! The sound quality is excellent and a great addition to my bedroom studio"
612,Pretty accurate reference monitors,5,Best speakers I have so far
613,Superb for money,5,"Bought these as I had a budget and already owned the presonus audiobox and Studio 1. Delighted with the speakers and have to query the noise level concerns some people seem to have experienced. Mine are up full and barely a hiss! Basically, great for the money and using a separate power supply to your Mac etc. might help with the noise."
614,Great speakers,5,Very good high quality speakers
615,Very Impressed,5,"These speakers sound great. Crisp highs and punchy lows. Absolutely no hum that's been mentioned in previous reviews and a UK plug was also in the box which has also been mentioned as not present in other reviews.
Very happy with my purchase."
616,Very good speakers,5,These are brilliant in every way. I would definitely recommend.
617,"Amazing value for money however, noticed that there’s rattling specially on the kicks",5,"I’m for no reason implying that all Eris 3.5 rattle but I did notice that MY left monitor (not the passive) did rattle when music was turned louder than halfway

I only got these one 4 days ago so I ordered a replacement.

Either way these monitors sound really good (specially for it’s size)"
618,Amazing! Very bass focused though,5,"The sound quality from this is extremely good! My only issue is the higher frequencies aren't as prominent as they could be, the monitors are fairly bass focused. As someone getting into music mixing and mastering, they could be slightly flatter in frequency response. Outside of this, they're very good for listening to music and video audio. Great value for anyone on a budget!"
619,Impressive Sound but questionable quality control,3,"After a lot of research I decided on the Presonus Eris E3.5.
Sound clarity very good, good size when placed next to monitors and unobtrusive to the eye.

Why the stars?

The first set were dead in arrival one. No power, how did they pass quality control?

Secondly the Jack to RCA cable is 1.5m too short with a double more setup and base unit placement. Aftermarket 2m cable perfect."
620,Good value,5,Best at the time for the money
621,Good value,5,Great tools and professional seller. Item well packaged and arrived one day earlier. No issue at all
622,Great speakers!,5,Amazing product for the price. Needed them for film editing and they do the job nicely. Very happy with this product.
623,Quality and prescise sound and well made,5,I have seen lots of reviews for these speakers mostly good and some negatives about a power hum! Honestly just purchased these for the price you cannot do better firstly I bought the Mackie CR3 sounded nice low but turn them up the bass was horrible too much and unclear with no adjustment which was a shame! These PreSonas are superb no power hum just clear prescise sound for there size and price you will not do better! So ignore the negative comments there are none these speakers are the bizz an
624,"Great quality, great value and great sound",5,"From out of the box they were easily connected to my interface and I was ready to go. There is a great range of frequencies, and there is even dials on the back to tweak the high and low frequencies. There are multiple inputs, meaning I was able to use balanced cables to connect from my audio interface. Overall, a great set of studio monitors, coming in at a very reasonable price and with great sound and build quality."
625,"Great value, but not blown away,",4,"These entry level studio monitors offer great value and a fairly decent sound. I was a little skeptical after some reviews had mentioned a static hum due to the power supply - thankfully mine have not had this issue.

They also look great too and certainly feel like a premium product for the price paid. I had upgraded to these from some £40 PC speakers and wasn't 'blown away' with the sound, but that being said, at the time of purchase, these were only around £90 for the pair, which is considere"
626,Excellent value for money. Professional quality at a decent price.,5,I bought these for my sons Xmas gift. He is a recording artist and these have professional qualities for a decent price. Sound and look great. Would recommend!
627,Brilliant Budget conscious option!,5,"Fantastic Speakers, I would highly recommend. Exceeded my expectations, sound quality is great, crystal clear, loud and powerful.

Brilliant entry level into music listening or production. If you are hesitant just buy them, you truly won't regret it"
628,Amazing budget monitors!,5,Amazing budget monitors. The mains hum people speak about is absolutely minimal and not heard over normal computer sounds!
629,Superb Sound,5,These speakers were bought to replace the monitor speakers in my studio which had suddenly stopped working. They are a similar price to my previous ones but the sound quality is far superior and have controls to finely adjust the output even further. Would highly recommend.
630,Great Sound good for Ham Radio,5,"I ordered PreSonus Eris E4.5 4.5-inch, 2-way, High-Definition Active Studio Monitors (Pair) on Dec 18th and it was delivered 3 days later about 6:30PM. I was getting ready to go out so waited to Sat morning to un-box and set the speakers up, all connected in about 10 mins and tested. Wow what a great sound from such a small pair of speakers. Very pleased with my purchase. Would recommend them for someone on a tight budget. I use mine for different uses Ham radio and playing MP3 or watching video"
631,Great quality,5,As described! Perfect for what’s needed
632,"Fantastic value, but very limited bass range",3,"I sent these back as the bottom end was almost non existent. but they are VERY good value for what they are.

i opted for the iLoud Micro Monitors as they have more low end and are smaller."
633,Crazy value for money,5,My ratings are based on price and over all product. What a great pair of monitors perfect for me now as I can't use my big 6inch drivers right now. Lows are still clear and full not as deep but that's what I was looking for. Mids and highs perform well and can be boosted or attenuated if need be.
634,Does not turn on,1,"Did not turn on, makes me wonder what kind of quality control either amazon or PreSonus conducts, allowing a defective product to leave the factory. I've heard good reviews about the speakers and was looking forward to hearing them, unfortunately, they were only powered on for one second after that it never came back on, and I've tried multiple plug sockets and was unsuccessful so that leaves me to believe the speakers are broken and will never turn on. Quite frankly I'm just disappointed than a"
635,Great value for money,5,"Fast delivery, excellent sound quality perfect for my use. Great bottom end sound, clear bass and I haven't even played around with the balancing yet. Sound great out of the box. For the low price and sound quality, I would find it hard to beat them."
636,Professional audio clarity.,5,Great product. Exactly what I needed.
637,Lavely,5,lavely
638,Value for money!,5,"For what they cost the clarity is brilliant. Clear and concise sound, not alot of sub frequency but enough bass to get stuck in with producing."
639,Aarxn,5,Perfect
640,Great speakers,5,For the moment nothing I don’t like about there. Very light and portable. Sound is great but haven’t tested it on very high volumes. Using them mostly for mixing music at home and listening to vinyls.
641,Excellent Sound - No Mains Hum Whatsoever!,5,Perfect for my Home Studio - excellent sound for mixing or playing and no hum at all despite what other reviewes have commented on. Speakers are silent when on and attached to my Scarlett Solo Audio Interface. Love them so far.... very happy
642,Good Sounding Monitors,5,"Bought these to go in my second studio in the spare room. I have Tannoys for my main space but the wife and I needed somewhere to create music on a whim and the desk space is limited. These are great as reference monitors for making music but I think I would struggle to get a mixdown with them.

They sound great listening to music and YT etc. If you're just starting out in music production, need a mobile recording set up or like me just need a second pair of reliable sounding speakers, you'll be"
643,Perfect for budget home studio!,5,Great little monitors for PC use with my little home studio.
644,OMG they're Grrrrrreeeeeeaaaaaaaat,5,"Perfect for any application including professional studio work. Every bit as good as their bigger brothers. These are a steal! What are PreSonus thinking!!!

Have read all the neg' reviews I can only say either unlucky or are being economical with the truth. There is NO mains hum, there is no white noise, no crackles, no pops. The sound output is perfect across the range AND I mean PERFECT.

Headphone socket, aux input & power switch on the front is the most logical placement. Wonder why they ar"
645,Superb,5,The sound is just fantastic
646,Worth it,4,Great for the price. Compact and aesthetically pleasing.
647,Good speakers for the money,5,"Perfect for my lil room studio, versatile."
648,Great for the price point!,5,"Prior to these I had a cinema AV system for sound on my Macbook pro. My brother bought a pair of these a couple of weeks back, and when I herd them, I knew that it was time to upgrade. I am an AV Snob and for the price point they are amaing, the other benifit is I now have a lot more free desk space.

I do agree there is an extermly slight 50hz mains hum, but its not an issue for the price point (My macbook fans can be 20 times loouder than this at times)"
649,Quite Impressed.,4,"I'm using these for mixing music and I'm really quite impressed. Absolutely no electrical hum as stated in one review. Really fine detail though not a huge bass adequate for my needs, mixing a wide range of styles of music styles."
650,"Good Speaker, a bit pricey, sturdy, NOT bluetooth though",4,"Connected to my Macbook pro. By the way, for those like me who weren't clear, these speakers are NOT bluetooth speakers, you connect them with cable. Sound quality is good. Too pricey for what it is although it feels sturdy though."
651,Incredible for the price,5,"Out of the box I was dismayed to see only one of the speakers is connected to the power source - the other seemingly gets power and signal from the thin speaker wire it connects to the first speaker with. I wasn't expecting much due to that but I'm totally blown away by the sound quality. Really accurate and clearly defined positioning of sounds. Small and light for portability. For the price and sound, honestly I'm sitting here in amazement!"
652,Great quality and best monitors in comparison to competitors in the same price range.,5,"Really good set of monitors for the price, returned my m audios for these and the difference in quality is ridiculous, if you’re tor between these and other monitors around the same price I’d say just get these as they are great and do the job far better than their competitors."
653,quality,5,great near field monitor for editing or music
654,"Presonus, PLEASE bring these back!",5,It is such a shame these have been discontinued.
655,Amazing sounding for this price range,5,Wasn't expecting this sound for something in this price range. Just need a audio interface and sub now
656,Perfect for a beginner or professional music studio,5,"It is totally worth the price, in fact I think you're getting a deal by buying these. They are that good. No complaints from me. I am a music producer and they are an essential addition to my studio."
657,5 star,5,Superb sound.
658,"Excellent value, perfect speakers!",5,"Absolutely perfect for the price, couldn’t fault it at all after nearly a month of owning them. No hiss or electric problems like other has mentioned. Good for movies/music/production etc. I wouldn’t upgrade unless I decided to do a massive jump to the legendary HS5’s which are 5x the price. 5****"
659,10/10,5,"Brill speakers for a home studio, very easy to set up all wires included except the 2 jacks you will need to hook them up to your audio interface, you even get a aux cable. The delivery was ontime and packaged well all in all 5 stars"
660,Happy with product,5,Very good for the money
661,Loud and clear in a normal sized room. Bargain.,5,"Good little monitors driving my records in a good manner. They're paired with an Audio Technica turntable with built-in pre-amp. For the average room (10-15 sq metres) it's more than enough. Loud and clear, adjustable bass and treble. Bargain!!!"
662,Great sound for its price,5,Great value for money active monitor speaker. Excellent clarity despite its simple manufacturing.
663,Essential,5,"Great speakers, everything you need for a beginner home music producer"
664,Tweeter stopped working after a year or never did on active,1,"Trweeter on active wasn'tt working, or has stopped working, it's just over a year old so am annoyed seeing my passive monitors have been working for over 10 years."
665,Quality product,4,"I use it for my home studio, i have not played it loud yet but the sound quality is superb, i like the size the finish is beautiful, love it"
666,lovely clear sound,4,excellent monitors........ first class
667,Very good,4,"These are very useful little monitors for me (as a 2nd reference set) alongside my main monitors (HS7's) to get an idea of how my mixes translate to smaller speakers (and for gaming). I probably should have gone a size up though as a bit more output more for my medium sized studio room would be useful. Needless to say they are very helpful and I enjoy them a lot, they really do punch our the mids.. suprisingly punchy for a tiny set of speakers."
668,Satisfied with purchase,5,"Good sound quality, nice bass too"
669,Sound Great but could have killed me,1,I got 5 separate electric shocks whilst using gear on the presonus speakers. I managed to whittle it down to the speakers causing the issue after trying some different plug sockets and gear. So yeh not good at all really. After reading some recent reviews it looks like something is up with the internal electronics. I am going to contact support at try get a repair otherwise these will be going back for sure lol
670,Simple Excellent For Under £100,5,"I needed a small pair of monitors to use in my flat, as I didnt want to get evicted buying anything too big.
I usually use a pair of Yamaha HS5s , and its been a smooth transition coming from those to the Pre-Sonus.

Pros:
1 - Sound : nice and crisp with a 2-band EQ to tailor the high and low frequencies. Not boomy or flabby, and they seem to do well.
2 - Balanced Inputs : no noise as I am running my Yamaha AG06 into these guys from a laptop. There was no noise using unbalanced cables, but this "
671,Works well for mixing,5,I can definitely hear a difference in my mixes/masters compared to a flat-frequency studio headphones. My work has improved for it.
672,Brilliant value for money. A must have for a budget recording setup,5,"I used for my recording set up. Sounds way better than I expected. I have had mine around 3 years and they are perfect. Always working well. One of my friends uses these and also loves them. I use mine with a Focusrite Scarlett 2i2 2nd gen, which is also fabulous. These produce a very rich sound. When it came, however, it had a European mains adaptor, rather than a U.K. This wasn’t much of a problem as I had lots of spares, but could be an issue for you."
673,power,5,A compact and small but very powerful monitors.
674,Lack XLR's,4,Shame these lack XLR connectors on the back. Otherwise a solid if unremarkable speaker that function well as 'computer speakers' on an edit suite.
675,Brilliant sound,5,"Theres a slight Hum on it frequently, but not noticeable if your playing something."
676,"Really great sound, love em",5,Great bins
677,Nice,5,"Just for use on my computer for games mp3s and so on. Nice quality sound and build, let's hope they last."
678,Presonus Eris 4.5 Great Sound and Price,5,"Great Value and no issues with Hum, Hiss or Buzzing as some people report. The sound is flat, clean and well difined. I'm using with Native Instruments Komplete Kontrol and Arturia Keyboard recording Equipment. Very impressed. If Sub Bass is important for general listening you may wish to use a Sub Woofer. I'm using a ELAC Sub 2030, complemented with Bose and Yamaha Equipment. These Prosonus Monitors are a fantastic purchase and I cannot believe the quality for price. There are better but you'll"
679,"Fantastic value, professional mixes.",5,"Before using these I was using small laptop speakers with a sub so my mixes were always lacking bass (because the sub gave me a false representation). Now my mixes sound so much better, it’s something I don’t need to worry about now that I know these speakers are doing a great job. Well worth the money, definitely invest if you are thinking about it."
680,Perfect for home studio,5,"Couldn't rate these more highly for general use or for a home recording set up.

Even better if you take the time to tune the bass.

Others have commented on a noticeable hum. I followed the installation instructions and moved the mains plug to a socket, away from other equipment. Worked fine after that."
681,DOA,1,"Picked up at Amazon lockers across the road and were DOA no power within minutes. Tried with my TV power cord and tested power cable for continuity. Regret ordering a replacement for tomorrow and will refuse pickup. Now have to travel 45 minutes to send the first unit back, why not allow the store with Doddle free service and lockers to take them in?"
682,Very nice set-up for a nice price,5,"Very accurate speakers,bit low on bass end"
683,Good value for money and adjustability,5,"I think they're good value for money. I like the various adjustability features, a lot. They are very clear, and reasonably transparent. Definitely useful for home recording and monitoring, less so for ""Hi Fi"" - as they are going to reveal any slightly less perfect mastered tracks, and thus be a less than relaxing listen."
684,"They're perfect, if you don't have much space.",5,"I bought these to play the guitar through a Line 6 HX Stomp and they are perfect for it. The response is quite neutral, which is perfect for emulating an amplifier. They're fairly small, relatively cheap and sound amazing. Certainly works for basic audio editing, but I have nothing to compare them to, nor do I do this professionally, so your mileage may vary."
685,These are incredible for the price,5,"Ok, mostly great reviews and I am on board with that. For those talking about a hum - I don't have that with mine, though I am using high quality cables, so if that's something you're on the fence about, go get yourself a set of balanced or unbalanced connectors and hopefully you won't have that issue.
I was on the fence because of the price - as in I thought it was too low for anything to be decent. I was wrong.
Response wise from this, I am blown away. It is simply incredible. Thanks to the ac"
686,Unbeatable Value,5,"I was looking for a set of monitors to mix down live recordings but didn't want to spend much. After reading good reviews, I bought these. I first tried them on my TV/Media setup and the difference was immediate! A very nice, balanced sound but it was the clarity and definition which really impressed. Later, hooking them up in the studio, the bass was immediately boomy but Presonus had thought of that with controls adapting to your listening environment. My only gripe is the lack of XLR in altho"
687,Get them! The best budget speaker for true clarity in your music,5,"I've had a home studio now for a few years. Regrettably, I had to sell a lot of my equipment last year, including my old monitors which were Adam F5s. Now I am slowly building up my home studio again from the bottom up. Looking to get stuff on a budget and slowly upgrade bit by bit. After searching many reviews online about different monitors for a budget, I decided on these. What a great decision! I make house music and have had many chart entries on the digital stores, so I kinda know what I'm"
688,Great sound quality,5,"Perfect for mixing on at home. There sound quality even with mp3 not WAV files is superb. The bass is clear and the sound quality excellent. I was advised to buy by a friend who really knows his stuff. Yes they are cheap but the sound is not!
Not house party loud but that's not what they are for. If you want clear quality sound on a budget there fantastic
Very happy"
689,Nice micro active speakers ruined by noisy electronics,3,"The good bits:

1- powerful amp capable of filling average size room.
2-The speakers sound is strong, well balanced and puchy. Both top and bottom ends are fairly weak, but I am comparing these to Beyerdynamic DT990 headphones.
3- Easy setup as all connection leads for inputs and speaker connections supplied and power cable has a UK 3 pin plug.

The bad bits:
Sadly these active speakers have some major problems that makes them unusable in my opinion.

1- The sound level left and right is not equ"
690,"Forward, unbalanced sound",3,"I so wanted to love these speakers, nearly everything about their design and sonic signature ticked all the boxes, other than the really forward upper midband around the crossover point (circa 2k-3k).

Initially the forwardness makes the speakers sound bright and detailed, but in the long term this 'injected with adrenalin' presentation is artificial, fatiguing, and misguiding to mix with. You won't even realise you've subliminally compensated for their forwardness in the EQ of your mixes until "
691,Nice sound and practical for the budget home audio studio.,5,"Got this for mixing audio, seem pretty good out the box. They are highly rated on the various review sites of 'budget' studio monitors, and I liked the headphone jack option and the attenuation controls. The supplied cables are poor quality though. I had a few compatible power cables lying around otherwise would have had to buy a decent UK type. Good compact size for a micro home studio and wit decent connection options. I like them."
692,Eris E4.5. No any severe hum or hiss as other described at times.,4,"I did not purchase from Amazon as found better deal elsewhere. Early 'hours' so can't comment on many aspects yet. Design is nice, speakers feels solid. Sound is good to my ears thus far, not burned in yet although I don't really know if that will make a change. I can hear only very slight hum and hiss from about 2 feet away when in completely silent room. This is not annoying at all so I guess I must be lucky with my particular pair and others must have faulty units or units with different comp"
693,Would recommend for the price,5,Love it
694,2 pin mains plug...,2,Haven't been able to try them yet as they've arrived with a 2 pin mains plug... Not useful in the UK so I've had to buy a 3 pin adapter. When tried I'll post a full review.
695,"Good sound, appalling mains hum",1,"I bought these to replace the E3.5 which were recalled due to a power fault. At first, I was really pleased. The sound was great for the money; excellent flat for studio monitors. But then I noted the hum. It's awful. You can hear it above the computer fan. I sometimes even appears on recordings if I'm doing voice overs at the desk. As others have said, it really let's down an otherwise great product. I was going to buy another pair as a replacement in the hole mine was a one off, but having jus"
696,"Good sound overall, but transformer/amp noise is disappointing",3,"So far on the first day, seems to be overall a decent set of speakers. Well designed in general, seem well made and pretty solid overall. Tonal balance is *really* nice for the size and price point; they're nearly as sweet as my much more expensive hifi speakers and amp downstairs. Bass is pretty well controlled and tight, treble sparkly and detailed, and the mids clear and defined. The adjustments on the back make it easy to tweak for your particular circumstances - I had to trim the 'Acoustic "
697,Perfect for almost all your needs! (studio and sound),5,"Crystal clear sound, high dynamics and range. Couldn’t buy anything better with that price tag."
698,Five Stars,5,I love these speakers. They are powerful in a home studio and you hear every detail.
699,Bad Transformer Hum,2,"Having read lots of excellent online reviews I received these monitors with high expectations. I connected everything up and straight off listened to a variety of music just to check what others had been saying. Must say that they sounded really good. But then when things were quiet...the dreaded low level hum. Clearly audible over the fans of the computer. I disconnected all cables, the hum was still there. I then changed electrical sockets but the hum was still there. I hooked up my previous E"
700,Awesome speakers for the price.,5,"This set is amazing value for money. Awesome sound (for the price). I use this set for tv speakers, computer speakers. Further, I also use it as speakers for a Sonos Connect. They produce a wonderful full sound. No need for a sub when i use them for my extra tv. Some might find them a bit bulky for pc speakers, but if you have the space for them at your desk, you should concider them."
701,Excellent,5,Excellent
702,Five Stars,5,Love these speakers... I made a good choice.
703,Good value for price.,5,Does the job. Reasonably priced.
704,but i did a test run with a couple of tracks and they sound great. I'll admit i was a little apprehensive about ...,5,"Just picked up a pair of these from Dawsons. a £35 voucher towards them means i payed £104 ... so far worth every penny.
They were bought, primarily to replace a pair of trusty Behringer MS40's in my new project studio. Not had chance to set hem up properly yet, but i did a test run with a couple of tracks and they sound great. I'll admit i was a little apprehensive about purchasing the 4.5's mainly because some have mentioned a mains hum from one of thje speakers. im happy to report this pair a"
705,Five Stars,5,Fantastic speakers! So pleased.
