,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,pipeline_score,Clean Review,Review,Title,Content,Rating,Sentiment,Year,Month,Day,Review Length,Word Count
642,645,0.0,0.634,0.366,0.8439,0.0016905594384297729,0.032177459448575974,0.9661319851875305,0.99971,perfect budget home studio great little monitors pc use little home studio,perfect for budget home studio!. great little monitors for pc use with my little home studio.,perfect for budget home studio!,great little monitors for pc use with my little home studio.,5,Positive,2019,11,14,93,16
643,646,0.116,0.739,0.145,0.7597,0.03923647850751877,0.11174029856920242,0.849023163318634,0.93026,omg grrrrrreeeeeeaaaaaaaat perfect application including professional studio work every bit good bigger brothers steal presonus thinking read neg reviews say either unlucky economical truth no mains hum no white noise no crackles no pops sound output perfect across range mean perfect headphone socket aux input power switch front logical placement wonder not like totally blow away monitors glad looked elsewhere reviews buying,"omg they're grrrrrreeeeeeaaaaaaaat. perfect for any application including professional studio work. every bit as good as their bigger brothers. these are a steal! what are presonus thinking!!!..have read all the neg' reviews i can only say either unlucky or are being economical with the truth. there is no mains hum, there is no white noise, no crackles, no pops. the sound output is perfect across the range and i mean perfect...headphone socket, aux input & power switch on the front is the most logical placement. wonder why they aren't all like this?..totally blow away by these monitors. so glad i looked elsewhere for reviews before buying.",omg they're grrrrrreeeeeeaaaaaaaat,"perfect for any application including professional studio work. every bit as good as their bigger brothers. these are a steal! what are presonus thinking!!!..have read all the neg' reviews i can only say either unlucky or are being economical with the truth. there is no mains hum, there is no white noise, no crackles, no pops. the sound output is perfect across the range and i mean perfect...headphone socket, aux input & power switch on the front is the most logical placement. wonder why they aren't all like this?..totally blow away by these monitors. so glad i looked elsewhere for reviews before buying.",5,Positive,2019,11,12,647,106
644,647,0.0,0.342,0.658,0.8271,0.0035085005220025778,0.016829686239361763,0.9796618223190308,0.99988,superb sound fantastic,superb. the sound is just fantastic,superb,the sound is just fantastic,5,Positive,2019,11,8,35,6
645,648,0.0,0.427,0.573,0.8555,0.0035355929285287857,0.0357598252594471,0.9607045650482178,0.99989,worth great price compact aesthetically pleasing,worth it. great for the price. compact and aesthetically pleasing.,worth it,great for the price. compact and aesthetically pleasing.,4,Positive,2019,10,30,66,10
646,649,0.0,0.602,0.398,0.765,0.0022979527711868286,0.032619085162878036,0.9650829434394836,0.99977,good speakers money perfect lil room studio versatile,"good speakers for the money. perfect for my lil room studio, versatile.",good speakers for the money,"perfect for my lil room studio, versatile.",5,Positive,2019,10,27,71,12
647,650,0.02,0.909,0.07,0.5978,0.028631314635276794,0.18919587135314941,0.7821727991104126,-0.99574,great price point prior cinema av system sound macbook pro brother bought pair couple weeks back herd knew time upgrade av snob price point amaing benifit lot free desk space agree extermly slight 50hz mains hum not issue price point macbook fans 20 times loouder times,"great for the price point!. prior to these i had a cinema av system for sound on my macbook pro. my brother bought a pair of these a couple of weeks back, and when i herd them, i knew that it was time to upgrade. i am an av snob and for the price point they are amaing, the other benifit is i now have a lot more free desk space...i do agree there is an extermly slight 50hz mains hum, but its not an issue for the price point (my macbook fans can be 20 times loouder than this at times)",great for the price point!,"prior to these i had a cinema av system for sound on my macbook pro. my brother bought a pair of these a couple of weeks back, and when i herd them, i knew that it was time to upgrade. i am an av snob and for the price point they are amaing, the other benifit is i now have a lot more free desk space...i do agree there is an extermly slight 50hz mains hum, but its not an issue for the price point (my macbook fans can be 20 times loouder than this at times)",5,Positive,2019,10,24,487,102
648,651,0.133,0.748,0.12,0.0976,0.006411464419215918,0.043302420526742935,0.9502861499786377,0.99977,quite impressed using mixing music really quite impressed absolutely no electrical hum stated one review really fine detail though not huge bass adequate needs mixing wide range styles music styles,"quite impressed.. i'm using these for mixing music and i'm really quite impressed. absolutely no electrical hum as stated in one review. really fine detail though not a huge bass adequate for my needs, mixing a wide range of styles of music styles.",quite impressed.,"i'm using these for mixing music and i'm really quite impressed. absolutely no electrical hum as stated in one review. really fine detail though not a huge bass adequate for my needs, mixing a wide range of styles of music styles.",4,Positive,2019,10,22,248,43
649,652,0.039,0.811,0.15,0.7283,0.022505739703774452,0.12855996191501617,0.8489342331886292,0.99695,good speaker bit pricey sturdy not bluetooth though connected macbook pro way like not clear speakers not bluetooth speakers connect cable sound quality good pricey although feels sturdy though,"good speaker, a bit pricey, sturdy, not bluetooth though. connected to my macbook pro. by the way, for those like me who weren't clear, these speakers are not bluetooth speakers, you connect them with cable. sound quality is good. too pricey for what it is although it feels sturdy though.","good speaker, a bit pricey, sturdy, not bluetooth though","connected to my macbook pro. by the way, for those like me who weren't clear, these speakers are not bluetooth speakers, you connect them with cable. sound quality is good. too pricey for what it is although it feels sturdy though.",4,Positive,2019,10,18,289,50
650,653,0.021,0.838,0.141,0.9192,0.0046098241582512856,0.019309792667627335,0.9760804176330566,0.57266,incredible price box dismayed see one speakers connected power source seemingly gets power signal thin speaker wire connects first speaker not expecting much due totally blown away sound quality really accurate clearly defined positioning sounds small light portability price sound honestly sitting amazement,"incredible for the price. out of the box i was dismayed to see only one of the speakers is connected to the power source - the other seemingly gets power and signal from the thin speaker wire it connects to the first speaker with. i wasn't expecting much due to that but i'm totally blown away by the sound quality. really accurate and clearly defined positioning of sounds. small and light for portability. for the price and sound, honestly i'm sitting here in amazement!",incredible for the price,"out of the box i was dismayed to see only one of the speakers is connected to the power source - the other seemingly gets power and signal from the thin speaker wire it connects to the first speaker with. i wasn't expecting much due to that but i'm totally blown away by the sound quality. really accurate and clearly defined positioning of sounds. small and light for portability. for the price and sound, honestly i'm sitting here in amazement!",5,Positive,2019,10,17,472,84
651,654,0.032,0.734,0.234,0.9516,0.014845221303403378,0.06555648893117905,0.9195983409881592,0.99498,great quality best monitors comparison competitors price range really good set monitors price returned audios difference quality ridiculous tor monitors around price say get great job far better competitors,"great quality and best monitors in comparison to competitors in the same price range.. really good set of monitors for the price, returned my m audios for these and the difference in quality is ridiculous, if you’re tor between these and other monitors around the same price i’d say just get these as they are great and do the job far better than their competitors.",great quality and best monitors in comparison to competitors in the same price range.,"really good set of monitors for the price, returned my m audios for these and the difference in quality is ridiculous, if you’re tor between these and other monitors around the same price i’d say just get these as they are great and do the job far better than their competitors.",5,Positive,2019,10,17,365,65
652,655,0.0,0.661,0.339,0.6249,0.00521448627114296,0.18073880672454834,0.8140466809272766,0.99921,quality great near field monitor editing music,quality. great near field monitor for editing or music,quality,great near field monitor for editing or music,5,Positive,2019,10,16,54,9
653,656,0.203,0.659,0.138,-0.2714,0.725696861743927,0.23445093631744385,0.03985218703746796,-0.99949,presonus please bring back shame discontinued,"presonus, please bring these back!. it is such a shame these have been discontinued.","presonus, please bring these back!",it is such a shame these have been discontinued.,5,Positive,2019,10,8,84,14
654,657,0.0,0.853,0.147,0.5859,0.12945878505706787,0.32674139738082886,0.5437998175621033,-0.52477,amazing sounding price range not expecting sound something price range need audio interface sub,amazing sounding for this price range. wasn't expecting this sound for something in this price range. just need a audio interface and sub now,amazing sounding for this price range,wasn't expecting this sound for something in this price range. just need a audio interface and sub now,5,Positive,2019,10,7,141,24
655,658,0.097,0.73,0.173,0.5984,0.0018169267568737268,0.014117425307631493,0.9840657114982605,0.99987,perfect beginner professional music studio totally worth price fact think getting deal buying good no complaints music producer essential addition studio,"perfect for a beginner or professional music studio. it is totally worth the price, in fact i think you're getting a deal by buying these. they are that good. no complaints from me. i am a music producer and they are an essential addition to my studio.",perfect for a beginner or professional music studio,"it is totally worth the price, in fact i think you're getting a deal by buying these. they are that good. no complaints from me. i am a music producer and they are an essential addition to my studio.",5,Positive,2019,10,2,252,47
656,659,0.0,0.328,0.672,0.6249,0.009804991073906422,0.12727589905261993,0.8629190921783447,0.99987,5 star superb sound,5 star. superb sound.,5 star,superb sound.,5,Positive,2019,9,29,21,4
657,660,0.11,0.611,0.279,0.9117,0.014683273620903492,0.06375657767057419,0.9215601086616516,0.99614,excellent value perfect speakers absolutely perfect price couldn fault nearly month owning no hiss electric problems like mentioned good movies music production etc wouldn upgrade unless decided massive jump legendary hs5 5x price 5,"excellent value, perfect speakers!. absolutely perfect for the price, couldn’t fault it at all after nearly a month of owning them. no hiss or electric problems like other has mentioned. good for movies/music/production etc. i wouldn’t upgrade unless i decided to do a massive jump to the legendary hs5’s which are 5x the price. 5****","excellent value, perfect speakers!","absolutely perfect for the price, couldn’t fault it at all after nearly a month of owning them. no hiss or electric problems like other has mentioned. good for movies/music/production etc. i wouldn’t upgrade unless i decided to do a massive jump to the legendary hs5’s which are 5x the price. 5****",5,Positive,2019,9,23,334,55
658,661,0.0,0.888,0.112,0.6478,0.002735437359660864,0.03284601867198944,0.9644185304641724,0.99134,10 10 brill speakers home studio easy set wires included except 2 jacks need hook audio interface even get aux cable delivery ontime packaged well 5 stars,"10/10. brill speakers for a home studio, very easy to set up all wires included except the 2 jacks you will need to hook them up to your audio interface, you even get a aux cable. the delivery was ontime and packaged well all in all 5 stars",10/10,"brill speakers for a home studio, very easy to set up all wires included except the 2 jacks you will need to hook them up to your audio interface, you even get a aux cable. the delivery was ontime and packaged well all in all 5 stars",5,Positive,2019,9,18,240,48
659,662,0.0,0.465,0.535,0.7841,0.003376749577000737,0.02988068200647831,0.9667425751686096,0.99987,happy product good money,happy with product. very good for the money,happy with product,very good for the money,5,Positive,2019,9,14,43,8
660,663,0.0,0.75,0.25,0.9131,0.009957775473594666,0.10405861586332321,0.8859835863113403,0.9953,loud clear normal sized room bargain good little monitors driving records good manner paired audio technica turntable built pre amp average room 10 15 sq metres enough loud clear adjustable bass treble bargain,"loud and clear in a normal sized room. bargain.. good little monitors driving my records in a good manner. they're paired with an audio technica turntable with built-in pre-amp. for the average room (10-15 sq metres) it's more than enough. loud and clear, adjustable bass and treble. bargain!!!",loud and clear in a normal sized room. bargain.,"good little monitors driving my records in a good manner. they're paired with an audio technica turntable with built-in pre-amp. for the average room (10-15 sq metres) it's more than enough. loud and clear, adjustable bass and treble. bargain!!!",5,Positive,2019,9,1,294,48
661,664,0.0,0.379,0.621,0.9623,0.0033351914025843143,0.03685249388217926,0.959812343120575,0.99972,great sound price great value money active monitor speaker excellent clarity despite simple manufacturing,great sound for its price. great value for money active monitor speaker. excellent clarity despite its simple manufacturing.,great sound for its price,great value for money active monitor speaker. excellent clarity despite its simple manufacturing.,5,Positive,2019,8,27,124,18
662,665,0.0,0.709,0.291,0.6249,0.004669832531362772,0.10574039816856384,0.8895897269248962,0.99977,essential great speakers everything need beginner home music producer,"essential. great speakers, everything you need for a beginner home music producer",essential,"great speakers, everything you need for a beginner home music producer",5,Positive,2019,8,23,81,12
663,666,0.249,0.711,0.04,-0.8123,0.9251322746276855,0.06838429719209671,0.006483481731265783,-0.99958,tweeter stopped working year never active trweeter active nott working stopped working year old annoyed seeing passive monitors working 10 years,"tweeter stopped working after a year or never did on active. trweeter on active wasn'tt working, or has stopped working, it's just over a year old so am annoyed seeing my passive monitors have been working for over 10 years.",tweeter stopped working after a year or never did on active,"trweeter on active wasn'tt working, or has stopped working, it's just over a year old so am annoyed seeing my passive monitors have been working for over 10 years.",1,Negative,2019,8,22,224,40
664,667,0.033,0.527,0.44,0.9703,0.0037326463498175144,0.01033488754183054,0.985932469367981,0.99988,quality product use home studio not played loud yet sound quality superb like size finish beautiful love,"quality product. i use it for my home studio, i have not played it loud yet but the sound quality is superb, i like the size the finish is beautiful, love it",quality product,"i use it for my home studio, i have not played it loud yet but the sound quality is superb, i like the size the finish is beautiful, love it",4,Positive,2019,8,2,157,32
665,668,0.0,0.284,0.716,0.8779,0.006151165813207626,0.03128054365515709,0.9625682234764099,0.99987,lovely clear sound excellent monitors first class,lovely clear sound. excellent monitors........ first class,lovely clear sound,excellent monitors........ first class,4,Positive,2019,7,27,58,7
666,669,0.0,0.823,0.177,0.9445,0.0019503768999129534,0.010447981767356396,0.9876015782356262,0.99727,good useful little monitors 2nd reference set alongside main monitors hs7 get idea mixes translate smaller speakers gaming probably gone size though bit output medium sized studio room useful needless say helpful enjoy lot really punch mids suprisingly punchy tiny set speakers,"very good. these are very useful little monitors for me (as a 2nd reference set) alongside my main monitors (hs7's) to get an idea of how my mixes translate to smaller speakers (and for gaming). i probably should have gone a size up though as a bit more output more for my medium sized studio room would be useful. needless to say they are very helpful and i enjoy them a lot, they really do punch our the mids.. suprisingly punchy for a tiny set of speakers.",very good,"these are very useful little monitors for me (as a 2nd reference set) alongside my main monitors (hs7's) to get an idea of how my mixes translate to smaller speakers (and for gaming). i probably should have gone a size up though as a bit more output more for my medium sized studio room would be useful. needless to say they are very helpful and i enjoy them a lot, they really do punch our the mids.. suprisingly punchy for a tiny set of speakers.",4,Positive,2019,7,22,459,87
667,670,0.0,0.414,0.586,0.8176,0.0019087655236944556,0.023816946893930435,0.9742743372917175,0.99983,satisfied purchase good sound quality nice bass,"satisfied with purchase. good sound quality, nice bass too",satisfied with purchase,"good sound quality, nice bass too",5,Positive,2019,7,9,58,9
668,671,0.134,0.703,0.163,0.2133,0.9237240552902222,0.06755988299846649,0.008716033771634102,-0.99958,sound great killed got 5 separate electric shocks whilst using gear presonus speakers managed whittle speakers causing issue trying different plug sockets gear yeh not good really reading recent reviews looks like something internal electronics going contact support try get repair otherwise going back sure lol,sound great but could have killed me. i got 5 separate electric shocks whilst using gear on the presonus speakers. i managed to whittle it down to the speakers causing the issue after trying some different plug sockets and gear. so yeh not good at all really. after reading some recent reviews it looks like something is up with the internal electronics. i am going to contact support at try get a repair otherwise these will be going back for sure lol,sound great but could have killed me,i got 5 separate electric shocks whilst using gear on the presonus speakers. i managed to whittle it down to the speakers causing the issue after trying some different plug sockets and gear. so yeh not good at all really. after reading some recent reviews it looks like something is up with the internal electronics. i am going to contact support at try get a repair otherwise these will be going back for sure lol,1,Negative,2019,6,21,452,82
669,672,0.076,0.781,0.142,0.9684,0.033718403428792953,0.14055036008358002,0.8257311582565308,-0.98495,simple excellent 100 needed small pair monitors use flat didnt want get evicted buying anything big usually use pair yamaha hs5s smooth transition coming pre sonus pros 1 sound nice crisp 2 band eq tailor high low frequencies not boomy flabby seem well 2 balanced inputs no noise running yamaha ag06 guys laptop no noise using unbalanced cables defintely prefeable 3 super light weight really light practical small work spaces portable rigs 4 price superb 80 90 best class without doubt cons 1 bass response wouldnt use mixing lower 80hz things simply not designed cones small look elsewhere want mix low frequencies 2 build quality seems good far time tell back saying broke months overall fantastic pair monitors bed room producers audiophiles alike,"simple excellent for under £100. i needed a small pair of monitors to use in my flat, as i didnt want to get evicted buying anything too big..i usually use a pair of yamaha hs5s , and its been a smooth transition coming from those to the pre-sonus...pros:.1 - sound : nice and crisp with a 2-band eq to tailor the high and low frequencies. not boomy or flabby, and they seem to do well..2 - balanced inputs : no noise as i am running my yamaha ag06 into these guys from a laptop. there was no noise using unbalanced cables, but this is defintely prefeable..3 - super light-weight : really light and practical for small work-spaces or portable rigs..4 - price : superb for £80-£90 best in class without a doubt...cons:.1 - bass response : i wouldnt use these for mixing lower than 80hz, as these things simply are not designed for that! the cones are too small, so look elsewhere if you want to mix low frequencies on it..2 - build quality : seems good so far, but only time will tell if i am back on here saying they broke after a few months...overall a fantastic pair of monitors for bed-room producers and audiophiles alike!",simple excellent for under £100,"i needed a small pair of monitors to use in my flat, as i didnt want to get evicted buying anything too big..i usually use a pair of yamaha hs5s , and its been a smooth transition coming from those to the pre-sonus...pros:.1 - sound : nice and crisp with a 2-band eq to tailor the high and low frequencies. not boomy or flabby, and they seem to do well..2 - balanced inputs : no noise as i am running my yamaha ag06 into these guys from a laptop. there was no noise using unbalanced cables, but this is defintely prefeable..3 - super light-weight : really light and practical for small work-spaces or portable rigs..4 - price : superb for £80-£90 best in class without a doubt...cons:.1 - bass response : i wouldnt use these for mixing lower than 80hz, as these things simply are not designed for that! the cones are too small, so look elsewhere if you want to mix low frequencies on it..2 - build quality : seems good so far, but only time will tell if i am back on here saying they broke after a few months...overall a fantastic pair of monitors for bed-room producers and audiophiles alike!",5,Positive,2019,6,21,1126,208
670,673,0.0,0.706,0.294,0.7845,0.002814728766679764,0.053406987339258194,0.9437782764434814,0.9993,works well mixing definitely hear difference mixes masters compared flat frequency studio headphones work improved,works well for mixing. i can definitely hear a difference in my mixes/masters compared to a flat-frequency studio headphones. my work has improved for it.,works well for mixing,i can definitely hear a difference in my mixes/masters compared to a flat-frequency studio headphones. my work has improved for it.,5,Positive,2019,6,18,154,25
671,674,0.019,0.791,0.19,0.9208,0.004191241227090359,0.025851720944046974,0.9699569940567017,0.99969,brilliant value money must budget recording setup used recording set sounds way better expected mine around 3 years perfect always working well one friends uses also loves use mine focusrite scarlett 2i2 2nd gen also fabulous produce rich sound came however european mains adaptor rather u k wasn much problem lots spares issue,"brilliant value for money. a must have for a budget recording setup. i used for my recording set up. sounds way better than i expected. i have had mine around 3 years and they are perfect. always working well. one of my friends uses these and also loves them. i use mine with a focusrite scarlett 2i2 2nd gen, which is also fabulous. these produce a very rich sound. when it came, however, it had a european mains adaptor, rather than a u.k. this wasn’t much of a problem as i had lots of spares, but could be an issue for you.",brilliant value for money. a must have for a budget recording setup,"i used for my recording set up. sounds way better than i expected. i have had mine around 3 years and they are perfect. always working well. one of my friends uses these and also loves them. i use mine with a focusrite scarlett 2i2 2nd gen, which is also fabulous. these produce a very rich sound. when it came, however, it had a european mains adaptor, rather than a u.k. this wasn’t much of a problem as i had lots of spares, but could be an issue for you.",5,Positive,2019,6,13,527,102
672,675,0.0,0.628,0.372,0.6297,0.011184255592525005,0.32524752616882324,0.6635682582855225,0.99938,power compact small powerful monitors,power. a compact and small but very powerful monitors.,power,a compact and small but very powerful monitors.,5,Positive,2019,6,11,54,9
673,676,0.245,0.637,0.118,-0.6124,0.3978939950466156,0.44349703192710876,0.15860898792743683,-0.99761,lack xlr shame lack xlr connectors back otherwise solid unremarkable speaker function well computer speakers edit suite,lack xlr's. shame these lack xlr connectors on the back. otherwise a solid if unremarkable speaker that function well as 'computer speakers' on an edit suite.,lack xlr's,shame these lack xlr connectors on the back. otherwise a solid if unremarkable speaker that function well as 'computer speakers' on an edit suite.,4,Positive,2019,6,9,158,26
674,677,0.0,0.739,0.261,0.5574,0.03800749033689499,0.38900408148765564,0.5729884505271912,0.99797,brilliant sound theres slight hum frequently not noticeable playing something,"brilliant sound. theres a slight hum on it frequently, but not noticeable if your playing something.",brilliant sound,"theres a slight hum on it frequently, but not noticeable if your playing something.",5,Positive,2019,6,8,100,16
675,678,0.0,0.232,0.768,0.9354,0.004165209364145994,0.020645184442400932,0.9751895666122437,0.99987,really great sound love em great bins,"really great sound, love em. great bins","really great sound, love em",great bins,5,Positive,2019,6,4,39,7
676,679,0.0,0.691,0.309,0.8176,0.0055203004740178585,0.04570778086781502,0.9487719535827637,0.99956,nice use computer games mp3s nice quality sound build let hope last,"nice. just for use on my computer for games mp3s and so on. nice quality sound and build, let's hope they last.",nice,"just for use on my computer for games mp3s and so on. nice quality sound and build, let's hope they last.",5,Positive,2019,5,30,111,22
677,680,0.037,0.732,0.23,0.9872,0.019585302099585533,0.1012599989771843,0.8791547417640686,0.99107,presonus eris 4 5 great sound price great value no issues hum hiss buzzing people report sound flat clean well difined using native instruments komplete kontrol arturia keyboard recording equipment impressed sub bass important general listening may wish use sub woofer using elac sub 2030 complemented bose yamaha equipment prosonus monitors fantastic purchase cannot believe quality price better struggle find anything quality price regarding hum etc believe people experiencing likely power supply picking power supply equipment try repossessioning us decent cables even high volume silent room getting no hum interference sounds impressed definitely recommend monitors anyone interested home recording budget added benefit good inputs fine tuning,"presonus eris 4.5 great sound and price. great value and no issues with hum, hiss or buzzing as some people report. the sound is flat, clean and well difined. i'm using with native instruments komplete kontrol and arturia keyboard recording equipment. very impressed. if sub bass is important for general listening you may wish to use a sub woofer. i'm using a elac sub 2030, complemented with bose and yamaha equipment. these prosonus monitors are a fantastic purchase and i cannot believe the quality for price. there are better but you'll struggle to find anything of this quality for this price. regarding the hum etc i believe people experiencing this is likely to be the power supply picking up off other power supply's and equipment, try repossessioning them and us decent cables. even at high volume in a silent room i'm getting no hum or interference sounds very impressed. i would definitely recommend these monitors to anyone interested in home recording on a budget. added benefit of good inputs and fine tuning.",presonus eris 4.5 great sound and price,"great value and no issues with hum, hiss or buzzing as some people report. the sound is flat, clean and well difined. i'm using with native instruments komplete kontrol and arturia keyboard recording equipment. very impressed. if sub bass is important for general listening you may wish to use a sub woofer. i'm using a elac sub 2030, complemented with bose and yamaha equipment. these prosonus monitors are a fantastic purchase and i cannot believe the quality for price. there are better but you'll struggle to find anything of this quality for this price. regarding the hum etc i believe people experiencing this is likely to be the power supply picking up off other power supply's and equipment, try repossessioning them and us decent cables. even at high volume in a silent room i'm getting no hum or interference sounds very impressed. i would definitely recommend these monitors to anyone interested in home recording on a budget. added benefit of good inputs and fine tuning.",5,Positive,2019,5,26,1024,172
678,681,0.037,0.706,0.257,0.944,0.01594819687306881,0.06474058330059052,0.9193111658096313,0.99842,fantastic value professional mixes using using small laptop speakers sub mixes always lacking bass sub gave false representation mixes sound much better something don need worry know speakers great job well worth money definitely invest thinking,"fantastic value, professional mixes.. before using these i was using small laptop speakers with a sub so my mixes were always lacking bass (because the sub gave me a false representation). now my mixes sound so much better, it’s something i don’t need to worry about now that i know these speakers are doing a great job. well worth the money, definitely invest if you are thinking about it.","fantastic value, professional mixes.","before using these i was using small laptop speakers with a sub so my mixes were always lacking bass (because the sub gave me a false representation). now my mixes sound so much better, it’s something i don’t need to worry about now that i know these speakers are doing a great job. well worth the money, definitely invest if you are thinking about it.",5,Positive,2019,5,18,390,69
679,682,0.0,0.854,0.146,0.8126,0.01068500429391861,0.07642031461000443,0.9128946661949158,0.98664,perfect home studio not rate highly general use home recording set even better take time tune bass others commented noticeable hum followed installation instructions moved mains plug socket away equipment worked fine,"perfect for home studio. couldn't rate these more highly for general use or for a home recording set up...even better if you take the time to tune the bass...others have commented on a noticeable hum. i followed the installation instructions and moved the mains plug to a socket, away from other equipment. worked fine after that.",perfect for home studio,"couldn't rate these more highly for general use or for a home recording set up...even better if you take the time to tune the bass...others have commented on a noticeable hum. i followed the installation instructions and moved the mains plug to a socket, away from other equipment. worked fine after that.",5,Positive,2019,5,18,330,56
680,683,0.202,0.732,0.065,-0.8579,0.7875931262969971,0.18868307769298553,0.02372383326292038,-0.99964,doa picked amazon lockers across road doa no power within minutes tried tv power cord tested power cable continuity regret ordering replacement tomorrow refuse pickup travel 45 minutes send first unit back not allow store doddle free service lockers take,"doa. picked up at amazon lockers across the road and were doa no power within minutes. tried with my tv power cord and tested power cable for continuity. regret ordering a replacement for tomorrow and will refuse pickup. now have to travel 45 minutes to send the first unit back, why not allow the store with doddle free service and lockers to take them in?",doa,"picked up at amazon lockers across the road and were doa no power within minutes. tried with my tv power cord and tested power cable for continuity. regret ordering a replacement for tomorrow and will refuse pickup. now have to travel 45 minutes to send the first unit back, why not allow the store with doddle free service and lockers to take them in?",1,Negative,2019,5,7,357,65
681,684,0.127,0.539,0.333,0.5889,0.0038605346344411373,0.02882099524140358,0.9673184752464294,0.99972,nice set nice price accurate speakers bit low bass end,"very nice set-up for a nice price. very accurate speakers,bit low on bass end",very nice set-up for a nice price,"very accurate speakers,bit low on bass end",5,Positive,2019,5,5,77,14
682,685,0.0,0.625,0.375,0.9767,0.03669343516230583,0.13974438607692719,0.8235621452331543,0.98116,good value money adjustability think good value money like various adjustability features lot clear reasonably transparent definitely useful home recording monitoring less hi fi going reveal slightly less perfect mastered tracks thus less relaxing listen,"good value for money and adjustability. i think they're good value for money. i like the various adjustability features, a lot. they are very clear, and reasonably transparent. definitely useful for home recording and monitoring, less so for ""hi fi"" - as they are going to reveal any slightly less perfect mastered tracks, and thus be a less than relaxing listen.",good value for money and adjustability,"i think they're good value for money. i like the various adjustability features, a lot. they are very clear, and reasonably transparent. definitely useful for home recording and monitoring, less so for ""hi fi"" - as they are going to reveal any slightly less perfect mastered tracks, and thus be a less than relaxing listen.",5,Positive,2019,4,24,363,61
683,686,0.0,0.826,0.174,0.8705,0.011130375787615776,0.05469461530447006,0.9341750741004944,0.9967,perfect not much space bought play guitar line 6 hx stomp perfect response quite neutral perfect emulating amplifier fairly small relatively cheap sound amazing certainly works basic audio editing nothing compare nor professionally mileage may vary,"they're perfect, if you don't have much space.. i bought these to play the guitar through a line 6 hx stomp and they are perfect for it. the response is quite neutral, which is perfect for emulating an amplifier. they're fairly small, relatively cheap and sound amazing. certainly works for basic audio editing, but i have nothing to compare them to, nor do i do this professionally, so your mileage may vary.","they're perfect, if you don't have much space.","i bought these to play the guitar through a line 6 hx stomp and they are perfect for it. the response is quite neutral, which is perfect for emulating an amplifier. they're fairly small, relatively cheap and sound amazing. certainly works for basic audio editing, but i have nothing to compare them to, nor do i do this professionally, so your mileage may vary.",5,Positive,2019,4,14,409,72
684,687,0.029,0.79,0.181,0.9846,0.009550384245812893,0.03878051042556763,0.9516690969467163,0.99903,incredible price ok mostly great reviews board talking hum not mine though using high quality cables something fence go get set balanced unbalanced connectors hopefully not issue fence price thought low anything decent wrong response wise blown away simply incredible thanks acoustic tuning no issues getting monitors sounding great clear studio got today spent bit time mixing get feel frequency response far outstanding record rock edm weird hybrid two far everything clear hear muddiness mix eq friend outstanding value feel serve well years come,"these are incredible for the price. ok, mostly great reviews and i am on board with that. for those talking about a hum - i don't have that with mine, though i am using high quality cables, so if that's something you're on the fence about, go get yourself a set of balanced or unbalanced connectors and hopefully you won't have that issue..i was on the fence because of the price - as in i thought it was too low for anything to be decent. i was wrong..response wise from this, i am blown away. it is simply incredible. thanks to the acoustic tuning, i have had no issues getting these monitors sounding great and clear in my studio. i only got these today and have spent a bit of time mixing to get a feel of the frequency response and so far, they have been outstanding. i record both rock, edm and a weird hybrid of the two and so far, everything is clear. if you hear muddiness - it's your mix, and eq is your friend..all in all, outstanding value and i feel these will serve me well for years to come.",these are incredible for the price,"ok, mostly great reviews and i am on board with that. for those talking about a hum - i don't have that with mine, though i am using high quality cables, so if that's something you're on the fence about, go get yourself a set of balanced or unbalanced connectors and hopefully you won't have that issue..i was on the fence because of the price - as in i thought it was too low for anything to be decent. i was wrong..response wise from this, i am blown away. it is simply incredible. thanks to the acoustic tuning, i have had no issues getting these monitors sounding great and clear in my studio. i only got these today and have spent a bit of time mixing to get a feel of the frequency response and so far, they have been outstanding. i record both rock, edm and a weird hybrid of the two and so far, everything is clear. if you hear muddiness - it's your mix, and eq is your friend..all in all, outstanding value and i feel these will serve me well for years to come.",5,Positive,2019,4,9,1006,194
685,688,0.032,0.76,0.208,0.9791,0.011733895167708397,0.03760519251227379,0.9506608843803406,0.99895,unbeatable value looking set monitors mix live recordings not want spend much reading good reviews bought first tried tv media setup difference immediate nice balanced sound clarity definition really impressed later hooking studio bass immediately boomy presonus thought controls adapting listening environment gripe lack xlr although jack ins balanced make cable absolutely delighted monitors price sound fantastic,"unbeatable value. i was looking for a set of monitors to mix down live recordings but didn't want to spend much. after reading good reviews, i bought these. i first tried them on my tv/media setup and the difference was immediate! a very nice, balanced sound but it was the clarity and definition which really impressed. later, hooking them up in the studio, the bass was immediately boomy but presonus had thought of that with controls adapting to your listening environment. my only gripe is the lack of xlr in although the jack ins are balanced so i had to make up a cable for it. i am absolutely delighted with these monitors, for the price, they sound fantastic.",unbeatable value,"i was looking for a set of monitors to mix down live recordings but didn't want to spend much. after reading good reviews, i bought these. i first tried them on my tv/media setup and the difference was immediate! a very nice, balanced sound but it was the clarity and definition which really impressed. later, hooking them up in the studio, the bass was immediately boomy but presonus had thought of that with controls adapting to your listening environment. my only gripe is the lack of xlr in although the jack ins are balanced so i had to make up a cable for it. i am absolutely delighted with these monitors, for the price, they sound fantastic.",5,Positive,2019,3,16,667,119
